fecha,año,mes,ed_pasivo_total,ed_pasivo_depositos_total,ed_pasivo_depositos_esp,ed_pasivo_depositos_sector_publico,ed_pasivo_sector_privado,ed_pasivo_deposito_resto_mundo,ed_pasivo_deuda_emitida,ed_pasivo_patrimonio_ajustes,ec_efc_pasivo_obra_social,ed_pasivo_periodificacion_otros,depositos_share,crecimiento_depositos_yoy,deuda_emitida_share
2004-10-01,2004,12,,1953375.4929869063,258894.73144406217,64818.10496172351,1136927.9578185142,492734.69876260665,252502.982848782,,2960.890431973204,128629.22510730816,,6.133926120121491,
2005-01-01,2005,3,,2021309.198938313,279809.7994091406,64818.83452722742,1171220.0669400755,505460.4980618695,293663.0988082837,,3223.806772790811,130624.6511939042,,8.490094789350477,
2005-04-01,2005,6,2895762.839581166,2145668.287135843,281155.7657029889,63613.52119863382,1286489.402480969,514409.5977532514,306326.02079358074,237098.110561717,4205.764787853478,202464.6563021716,74.09682373872116,12.01718086047332,10.578422259120044
2005-07-01,2005,9,2946631.2690307125,2177329.9974454683,259889.9239044791,76930.32656469053,1302888.6168187007,537621.1301575978,328452.474939052,240493.6514886243,3879.8023983010585,196475.34275926705,73.89217715597296,12.698265769275242,11.146711106717323
2005-10-01,2005,12,3077279.2034814777,2296617.629216596,281675.24020761414,81800.16684759891,1377566.6468896617,555575.5752717212,354648.91213986726,237193.19275170245,3341.979476165316,185477.48989714688,74.63143502280583,17.571743756487802,11.524755756274422
2006-01-01,2006,3,3156679.845028815,2336065.360778025,260364.70215565764,78794.40000479757,1426369.0773276386,570537.181289931,401902.0102591563,230730.6808000234,3717.947186256728,184263.84600535335,74.00387354634314,15.571895779479794,12.731795113529722
2006-04-01,2006,6,3216052.568684852,2354715.209945701,269416.02667414764,71820.38106747216,1490779.6748202562,522699.1273838251,423169.1564175755,224650.203632017,4551.430574532201,208966.568115027,73.2175597150957,9.742741879682871,13.158029832535451
2006-07-01,2006,9,3367295.200998268,2456021.210547212,277323.6479138866,93254.5790595925,1557492.0115969635,527950.9719767689,458743.03896017536,243748.43632428136,4259.908942283273,204522.606224316,72.93750811687374,12.799677284964407,13.623487445477794
2006-10-01,2006,12,3509156.9960361114,2556166.481896501,269598.5052663827,95380.43530809702,1655845.9169717524,535341.6243502689,475111.9755899189,252530.32261976792,3665.778594579141,221682.4373353443,72.84275068866701,11.301352448837566,13.539205459504888
2007-01-01,2007,3,3623652.396629412,2627619.0516126244,225144.5823782974,104569.97658067833,1743849.2052124587,554055.28744119,509749.8695823628,253573.78879938912,4029.2276125670896,228680.45902246772,72.5129997031928,12.480545096456463,14.067294922010548
2007-04-01,2007,6,3755302.96457428,2694888.924130508,249296.96590649177,97848.99487464962,1787702.142256195,560040.821093172,533076.9900868651,250748.78281699185,5187.987297903353,271400.2802420115,71.76222396841993,14.446490715650139,14.195312471873955
2007-07-01,2007,9,3882995.022526391,2775514.601612535,271629.28274465987,112007.9364599494,1810594.180602501,581283.2018054244,566200.3162958403,265235.05308631255,4801.456946205733,271243.59458549746,71.47870614077438,13.008576216413804,14.581535979601995
2007-10-01,2007,12,3946206.4527179305,2847065.620876769,309873.59854361904,103593.76111137934,1835354.6672930703,598243.5939287008,550744.2637739219,277068.26726544497,4164.25464591792,267164.04615587625,72.14689994021641,11.380289235482067,13.95629626510289
2008-01-01,2008,3,3953939.802596792,2866534.658266582,260971.42729969395,88121.12476374165,1853232.426454048,664209.6797490983,530547.9463698776,281263.25382171344,4576.4425080045885,271017.50163061405,72.49818665382702,9.092475049125937,13.418210009708154
2008-04-01,2008,6,4023837.247791961,2916740.141057949,285891.8359108745,84748.26684966903,1868774.787711056,677325.2505863495,545515.1827931347,262249.1544129832,5702.545168588512,293630.22435930494,72.48653366033828,8.232295399671052,13.557088649459681
2008-07-01,2008,9,4115626.5607095375,3001565.1277162866,315719.73584423057,98261.93067934724,1905519.6508025597,682063.8103901495,527629.8481287236,278684.109729272,5092.862159882783,302654.6129753737,72.93093975948133,8.144454580509851,12.820158494597717
2008-10-01,2008,12,4246046.280135386,3102260.7245391062,364428.14952041866,102930.3828515794,1959569.995002948,675332.1971641605,488029.1224374459,319192.1065194721,4300.734171841194,332263.59246751945,73.06233893522682,8.963442984631609,11.493730643507847
2009-01-01,2009,3,4308742.499163569,3122079.222250164,344974.4116705937,111525.73036185215,1961706.1263192925,703872.9538984256,507154.1494474087,337526.2208889405,4450.332066641155,337532.5745104144,72.45917394358644,8.914755774769233,11.770351780034652
2009-04-01,2009,6,4314466.887320211,3133081.135487166,373578.1116733445,114552.9947276208,1951418.340884545,693531.6882016555,531666.6848998058,335781.8045866857,5576.996160429249,308360.26618612494,72.6180364182416,7.4172186745009805,12.322882497077943
2009-07-01,2009,9,4262870.673623574,3066837.1023767525,335334.3720290123,110283.74827749105,1951630.04007848,669588.941991769,540669.546116674,354876.7991385418,5200.977264098664,295286.24872750737,71.94300125858251,2.1745979808249993,12.68322657457229
2009-10-01,2009,12,4248941.487213267,3085701.6586563545,368583.91610086407,105954.97866008374,1935842.1118320543,675320.652063352,531711.9162113074,353417.3364773801,4508.800369056564,273601.7754991682,72.62283248527763,-0.5337741522422168,12.513985372861388
2010-01-01,2010,3,4268618.020264016,3062773.772032049,366008.6121967116,98256.32886609166,1908165.5331198652,690343.2978493801,541850.5709462534,360859.13320013473,5198.5171759029645,297936.02690967656,71.75094509493297,-1.8995498190904958,12.69381725827835
2010-04-01,2010,6,4275218.137024227,3074265.0197307407,436236.2623633514,93412.66870284772,1903739.0631743171,640877.0254902241,505562.6655925778,361061.6100433535,5219.561225799596,329109.2804317554,71.90896279904418,-1.8772611755960678,11.825423858827367
2010-07-01,2010,9,4232858.87878668,3010086.4729357385,345929.6521999682,98818.09859120657,1902571.589254948,662767.1328896161,499955.7523321631,370598.9974840676,5003.410316602832,347214.2457181084,71.11237485428664,-1.8504611606867893,11.811302163597572
2010-10-01,2010,12,4121109.109953257,2965559.4814714952,311961.7338256643,99467.96363600832,1894713.3968116725,659416.38719815,498686.67959880136,356571.74554882746,4250.838625403856,296040.36470872845,71.96022726768163,-3.893512415493028,12.100788071696012
2011-01-01,2011,3,4089433.6837541633,2946600.937971586,298437.3771310626,111035.72317795068,1872944.7934131192,664183.0442494536,505408.8654901124,353784.7801045223,4204.121169858451,279434.9790180839,72.05400957294803,-3.7930595828299274,12.35889623294097
2011-04-01,2011,6,4163200.9082108177,2978182.05165794,325311.5156326331,96978.11394001648,1854934.5345632017,700957.8875220884,487839.2579855061,409544.8642595768,4655.555039465555,282979.1792683297,71.53587149215547,-3.1253963941344387,11.717888921079249
2011-07-01,2011,9,4191535.5655232337,2918131.853938241,336465.7087924961,87875.13816356368,1813445.5682968027,680345.4386853791,470664.2882611656,440829.9082148015,4352.804990923156,357556.71011810214,69.619637202672,-3.054882968455519,11.228922692020916
2011-10-01,2011,12,4194472.082218848,2897620.32190988,438860.65921350406,85780.75134157081,1752982.2220230582,619996.6893317469,475710.5467325664,451843.5108487224,3900.1273821897594,365397.5753454901,69.08188361041749,-2.2909390280684727,11.341368768412892
2012-01-01,2012,3,4327079.840750281,3019160.3013574206,619569.1892811767,92500.7273206261,1745539.390302906,561550.9944527118,476431.30514326936,469470.58082657546,3773.4299482688175,358244.22347474727,69.77362129823615,2.4624767626587385,11.010457922603527
2012-04-01,2012,6,4304893.650685701,3003406.00217183,720993.9893814806,85402.51529080345,1689693.0804402223,507316.4170593229,433794.4365671047,472449.4588136434,4197.08295879232,391046.6701743305,69.76725201314638,0.8469579789404769,10.076774753727266
2012-07-01,2012,9,4174885.743001397,2861856.955597706,705573.791762419,91403.6971949626,1614942.8922593766,449936.5743809477,421461.8410345886,484074.3476806983,3926.8158347132176,403565.7828536909,68.54934797665308,-1.9284563260768217,10.095170670026347
2012-10-01,2012,12,4085145.0262492336,2790863.975534043,657452.7309211282,84480.04985274618,1636087.6606675657,412843.5340926027,406983.8585135576,488290.35896034143,2605.7062761256807,396401.1269651657,68.31737814939872,-3.6842765619987006,9.962531462126055
2013-01-01,2013,3,4052393.357423721,2797791.983614617,558719.0143611776,109160.38916863594,1669929.4762011915,459983.1038836125,386270.5581740453,482276.74055426766,2133.5226843902683,383920.5523964004,69.0404839029075,-7.332115411138518,9.531911739674106
2013-04-01,2013,6,3907574.841835702,2716654.743798594,511155.6704573968,101105.84539184574,1660056.1481565752,444337.07979277655,336425.68243902863,512533.28886785824,2439.8858757302705,339521.2408544906,69.52278212852765,-9.547535636736415,8.609577450370278
2013-07-01,2013,9,3790594.191551144,2619912.151046471,481814.8695638172,99275.75486426444,1650392.849313867,388428.6773045229,313516.5333402336,519607.8299575547,2282.603831560636,335275.0733753231,69.11613374193402,-8.454119416346028,8.270907343208373
2013-10-01,2013,12,3596408.4973927047,2501359.814333703,417205.3951482331,77324.49998127035,1636647.7738722234,370182.14533197606,294032.57649193064,518043.49080865656,1992.942511425328,280979.6732469894,69.5516045006322,-10.37328095307627,8.175727999338674
2014-01-01,2014,3,3626524.9336947775,2525287.535365114,405782.17632342223,93488.56906917816,1648371.007131441,377645.7828410725,285650.43466239766,531073.4147318753,1722.244215822848,282791.3047195676,69.63381147340685,-9.73998245207065,7.876698489188964
2014-04-01,2014,6,3567024.417141002,2486590.09763148,379011.0692621191,95093.84124394043,1639737.4620043528,372747.7251210675,268088.66774888703,512432.6352184655,644.0498837801741,299268.96665838937,69.71048714111414,-8.468674449423164,7.515750844334343
2014-07-01,2014,9,3557518.191833184,2471455.686447232,366509.86406200216,95742.94280139884,1614083.2151224113,395119.6644614197,258306.3626047889,512500.8640867184,565.5630285493827,314689.715665895,69.47134359343063,-5.6664672721923655,7.260858516416581
2014-10-01,2014,12,3514246.879854963,2451656.144090823,349478.05232516216,92877.25273107232,1623381.799044065,385919.0399905238,248267.547988404,496208.1635426933,108.54332832917709,318006.4809047133,69.76334412202723,-1.9870659933872714,7.064601790260401
2015-01-01,2015,3,3555272.1693715444,2499047.881467478,372389.3621989796,107704.7929010757,1623645.474341636,395308.2520257867,232344.47231240576,478509.0197175279,117.44632281089775,345253.349551322,70.29132405098616,-1.0390758885935103,6.535209155406988
2015-04-01,2015,6,3398795.798669789,2423496.8705957085,364543.0900297855,93898.3743080878,1592930.7385974142,372124.6676604212,223445.4240862171,452335.8168703282,133.41796821237887,299384.2691493227,71.30457415371085,-2.537339270186467,6.574252686015105
2015-07-01,2015,9,3416581.2003326137,2436411.8904910106,363013.9506418994,88354.8453189785,1598301.0678252813,386742.02670485136,228884.0078978506,456970.2374614052,122.49820080855768,294192.5662815388,71.31140012869646,-1.417941505016329,6.699211711273483
2015-10-01,2015,12,3344594.086666426,2386016.085955894,346509.7688046774,96206.7041311459,1586734.3077990175,356565.30522105313,232846.3783817443,446959.577247781,117.84813516006784,278654.1969458462,71.33948168682103,-2.6773762011095936,6.961872572519658
2016-01-01,2016,3,3381954.564213631,2407842.2466842057,352178.28834973136,88245.54786055355,1588495.31154225,378923.0989316708,226544.80614405923,449968.92646543,121.3801382806164,297477.2047816556,71.1967650944499,-3.649615337890799,6.698635414598931
2016-04-01,2016,6,3352082.47115474,2371913.946229717,345832.1803453853,89743.810230913,1577732.362088458,358605.59356496064,228971.7354658876,442267.22347480815,129.66850847204228,308799.89747585467,70.75941497980597,-2.128450215547917,6.830730969068623
2016-07-01,2016,9,3294556.7572711552,2331653.823104096,341346.68075167935,73789.63321781633,1572731.98640187,343785.52273273014,222915.31063590336,443815.2595079207,134.13155549428515,296038.2324677412,70.77291407889962,-4.299686263877267,6.766169990664894
2016-10-01,2016,12,3163127.403562107,2249244.541829512,319367.612051576,66522.06095014238,1536266.6342997593,327088.2345280341,217429.7015418794,429802.7490820895,121.3266050422231,266529.084503584,71.10824999639786,-5.732213832564681,6.873883780243069
2017-01-01,2017,3,3170712.740427552,2280411.2754555005,352816.6186295093,61663.15444747274,1538926.4817927897,327005.0205857284,206454.41236823588,431373.2925721754,130.97633176412288,252342.7836998761,71.9210935251107,-5.292330567095416,6.51129349360096
2017-04-01,2017,6,3152899.317553535,2273899.260171355,366394.8991851253,67397.33475954836,1522958.9969462692,317148.0292804124,211665.89155547373,420700.8440682376,128.38429904270987,246504.93745942565,72.12089670962813,-4.132303628222333,6.713373001701623
2017-07-01,2017,9,3173035.165840475,2272327.822443238,361405.315476187,79426.66161859733,1515452.4154458728,316043.4299025808,213202.5625437106,440584.8154332398,132.58891533687944,246787.37650494976,71.61369804237083,-2.5443743008933595,6.719199485683526
2017-10-01,2017,12,3139146.7442952804,2223066.96401146,361187.50727542007,74987.56583181996,1469744.1185554047,317147.7723488152,246578.4484630718,426986.87926813634,131.97140621054675,242382.4811464019,70.81755474003893,-1.1638386725508876,7.8549513147537535
2018-01-01,2018,3,3128623.071842147,2232228.557914929,370838.3403483157,73624.53810340777,1468070.652938504,319695.0265247014,252993.46989620055,409509.9666167009,142.7512282608696,233748.32618605564,71.34859350764114,-2.1128959525490543,8.086415783772791
2018-04-01,2018,6,3071674.1965838857,2199181.4006612906,337211.1403216206,81553.9907890985,1473461.348903946,306954.92064662545,240622.25993356376,394722.83862519206,146.2986524577573,237001.3987113816,71.59552934054906,-3.285891368135374,7.833586654508087
2018-07-01,2018,9,3031857.455214241,2168949.370827948,313802.4417152043,86087.55161233386,1461943.5319011272,307115.8455992825,245922.91932496152,385784.61194293015,152.1173369052206,231048.43578149687,71.53863276447089,-4.549451474133514,8.111295565760159
2018-10-01,2018,12,3012962.357473941,2158063.482424345,306425.198182863,86218.08934979365,1463983.4480957144,301436.7467959737,251544.79283434112,382367.2601799836,152.3728559602649,220834.4491793118,71.62596894285991,-2.9240451430135206,8.348753253101894
2019-01-01,2019,3,3091398.881774447,2217141.621892115,311509.62278993137,87138.2866534931,1501970.4356462215,316523.27680246887,256532.2606858392,383448.9259415402,164.45354604309594,234111.61970890904,71.7196876457265,-0.6758687845525246,8.298258183317676
2019-04-01,2019,6,3080046.8443321623,2201620.8167421618,293255.1937106157,89747.97269429309,1515721.94154567,302895.708791583,254873.86280984132,376034.9262198404,162.48925093203326,247354.7493093873,71.48010819359901,0.1109238228432563,8.274999559790945
2019-07-01,2019,9,3099222.4852977637,2170460.4746336145,271964.4030257941,89773.71157278634,1510353.4299849134,298368.93005012034,266654.70297504816,379141.3280013716,170.03804270933594,282795.9416450193,70.03241893506988,0.06966985149541305,8.603922572194064
2019-10-01,2019,12,3039706.418589015,2157376.69980059,258840.02249869052,83075.36509794304,1511918.578441529,303542.7337624273,273869.8880305685,375644.713653652,173.3953896057518,232641.7217145986,70.97319289150336,-0.031824023220261566,9.009747992626691
2020-01-01,2020,3,3228196.291254446,2277934.122088165,314977.4699704504,78988.34041040881,1546212.803536895,337755.50817041175,289880.28363760025,379878.29627425823,184.60861764279505,280318.98063677875,70.56368066153071,2.7419313045131233,8.979636226673056
2020-04-01,2020,6,3378005.502102062,2435999.8515076977,416663.7090310792,87443.35692741006,1616164.8572203356,315727.9283288729,290587.6932157074,375950.6197568105,198.5878247242206,275268.74979712226,72.11355487703693,10.645749394410121,8.602345171873779
2020-07-01,2020,9,3352953.526620484,2437930.9971857853,414841.4711657651,92753.4102067958,1626048.373220537,304287.74259268737,288243.4002400019,378641.45143841766,194.7654302550232,247942.91232602397,72.70995490483371,12.323215542421773,8.596701324713225
2020-10-01,2020,12,3321245.0410098606,2434191.261882563,407298.42793291697,96374.7807171884,1655627.416215035,274890.637017423,277073.1228974249,381551.8965002394,184.16480468600423,228244.59492494736,73.29152868354515,12.831072204847649,8.342447470036051
2021-01-01,2021,3,3347500.1621447164,2472930.887085733,450411.91506580194,89664.89529923229,1639130.7460368583,293723.3306838403,284471.4913316088,377932.0081960709,189.55162497615868,211976.22390632745,73.87395869463815,8.56024601882761,8.498027708812723
2021-04-01,2021,6,3332676.138243324,2469020.859809337,436425.0951891223,100590.83387756768,1656116.940531256,275887.9902113912,281080.8711188375,362850.6999805556,187.54251451914095,219536.1648200747,74.08523232955886,1.355542295341361,8.43408898612624
2021-07-01,2021,9,3316087.399138548,2460354.1974739246,429688.8244819355,108840.85536145164,1631698.6539011097,290125.86372942786,285265.3820851212,355442.60912113404,192.10215319959133,214833.1083051685,74.19449192180745,0.919763533669471,8.602468745523032
2021-10-01,2021,12,3241906.1353469,2419581.0088949464,425641.9157542678,109715.59126740792,1617667.3953058852,266556.10656738543,281450.8037546047,338490.72763820755,188.65008589398025,202194.944973248,74.63451771517867,-0.6002097376817228,8.6816456740037
2022-01-01,2022,3,3164178.737180351,2367753.376623729,412895.05285827175,96796.26785479808,1568119.6346762264,289942.4212344333,261712.2358419452,323771.1306079027,191.6121312201476,210750.3819755536,74.82995030595745,-4.253152039600772,8.271095206055303
2022-04-01,2022,6,3198006.717559832,2387574.4575909865,400952.6583397366,105791.59622369536,1553369.629247649,327460.5737799051,264048.5438021222,313143.7289760251,191.0598005337174,233048.9273901644,74.65820645344898,-3.298732851720021,8.256660073672345
2022-07-01,2022,9,3249825.243285191,2399043.3397110994,397935.0460000427,99770.04549181028,1553746.8016920537,347591.44652719254,282119.3182205042,314669.2908849387,196.6669827034636,253796.62748594527,73.82068757906345,-2.4919524930911874,8.681061198703558
2022-10-01,2022,12,3062737.3003704417,2229717.324428857,220550.8410502975,103093.17642020824,1548324.626517786,357748.6804405653,289275.1641344667,315695.16078208666,207.37288155546116,227842.27814347643,72.80145522631568,-7.846965394756622,9.444987792439088
2023-01-01,2023,3,3024221.7809689576,2192365.8868106767,183755.080956074,103231.38342713326,1488517.3118397435,416862.11058772594,295118.1652269441,311321.78530102986,224.74135296343,225191.20227734343,72.49355522160961,-7.407337755047106,9.758482895800999
2023-04-01,2023,6,3015724.6868804456,2161014.1831624126,132287.46684455022,110558.802775503,1483396.6765105375,434771.2370318216,304462.0282460924,311379.28532746504,237.41503897156636,238631.7751055038,71.65820515923254,-9.489139645813127,10.095816424178855
2023-07-01,2023,9,2987437.457344878,2133512.714750412,122277.35942024476,110668.60732497528,1465019.8553465055,435546.8926586863,311845.63980861625,312191.7368139937,261.25032872507,229626.11564313088,71.41614662107764,-11.068187913298122,10.438566305109294
2023-10-01,2023,12,3007905.680577412,2164244.869847527,112982.46031073782,100525.25949787717,1502660.357317436,448076.7927214757,315758.5148978153,318239.91607765865,262.94484806265456,209399.4349063479,71.95188611871859,-2.9363567239672816,10.497620219168603
2024-01-01,2024,3,2988211.03335547,2138255.917842742,95004.92702547651,143779.73980579994,1480842.4478863026,418628.8031251629,323252.9396898216,314242.39645605243,288.3020918051482,212171.47727504888,71.55638922334374,-2.4681085075014764,10.817607460837198
2024-04-01,2024,6,2954185.191931637,2125112.60359754,88041.55513626314,153547.16443400847,1507020.331191604,376503.55283566425,306148.7590706735,316977.68807358725,312.90408920102874,205633.23710063496,71.93565959918729,-1.6613301219677634,10.363221639144893
2024-07-01,2024,9,3017954.5221937336,2174675.887492264,92218.10207072367,187557.17633532325,1510603.1237840927,384297.485302124,313977.5164527494,322215.3374942333,340.84210008528265,206744.9386544022,72.05794094973655,1.9293614918375335,10.40365300881078
2024-10-01,2024,12,3018046.4508814625,2181736.556328797,93874.3355231062,141351.22544252503,1537719.2003025848,408791.7950605811,311413.62006388773,317234.5143782164,346.5107048496993,207315.2494057114,72.28969440452417,0.8082119876990701,10.318383932524798
2025-01-01,2025,3,3021862.9992617704,2211019.9652921217,92239.69070640486,175740.38058557716,1523931.852632319,419108.04136782046,290610.0857189517,322781.3919098423,367.01882522106274,197084.5375156337,73.16744557355067,3.4029625192287805,9.616917967159551
2025-04-01,2025,6,3048817.992086601,2234266.959429882,97328.50712375244,180806.5884694892,1534243.3178384088,421888.5459982319,281262.7890271513,319166.25259919453,389.6818006876228,213732.3092296857,73.28305478480718,5.1364033909336415,9.225305995870746
2025-07-01,2025,9,3078678.3523715506,2284871.603888048,91564.1812408546,196336.4825841612,1538477.873276234,458493.0667867984,278392.51665939373,317182.6640640768,410.4872369520656,197821.08052308025,74.21598953745779,5.067224823229011,9.042598309919057
2025-10-01,2025,10,3103338.2938348143,2312839.309920784,89930.58457577122,200993.5575520279,1517376.0354720484,504539.1323209365,276233.0087122612,312282.2058590276,410.5373229329784,201573.23201980896,74.52746336148851,6.2570324111157705,8.901156836849983
