fecha,año,trimestre,periodo,ambos_sexos_asalariados_sector_privado,ambos_sexos_asalariados_sector_publico,ambos_sexos_asalariados_total,ambos_sexos_ayuda_negocio_familiar,ambos_sexos_empresarios_total,ambos_sexos_miembro_cooperativa,ambos_sexos_ocupado_otra_situacion,ambos_sexos_total,hombres_asalariados_sector_privado,hombres_asalariados_sector_publico,hombres_asalariados_total,hombres_ayuda_negocio_familiar,hombres_empresarios_total,hombres_miembro_cooperativa,hombres_ocupado_otra_situacion,hombres_total,mujeres_asalariados_sector_privado,mujeres_asalariados_sector_publico,mujeres_asalariados_total,mujeres_ayuda_negocio_familiar,mujeres_empresarios_total,mujeres_miembro_cooperativa,mujeres_ocupado_otra_situacion,mujeres_total,ratio_asalariados,share_empleo_publico,tasa_autoempleo,share_empleo_femenino
1976-07-01,1976,3,1976Q3,7498.1,1358.1,8856.2,1191.8,3852.6,0.0,52.7,12777.3,5613.9,1014.8,6628.7,391.2,2474.7,0.0,33.2,9149.1,1884.2,343.3,2227.5,800.5,1377.8,0.0,19.5,3628.2,69.31198296979801,10.629006128055222,30.151910027940175,28.395670446808012
1976-10-01,1976,4,1976Q4,7460.4,1373.7,8834.1,1135.3,3767.4,0.0,51.8,12668.8,5584.0,1019.3,6603.3,354.6,2428.0,0.0,33.2,9075.4,1876.4,354.3,2230.7000000000003,780.7,1339.5,0.0,18.6,3593.3,69.73115054306643,10.843173781257894,29.73762313715585,28.36338090426876
1977-01-01,1977,1,1977Q1,7504.4,1367.3,8871.699999999999,1105.7,3707.8,0.0,27.9,12615.6,5607.9,1015.8,6623.7,349.0,2395.9,0.0,15.3,9040.0,1896.4,351.6,2248.0,756.7,1311.9,0.0,12.5,3575.6,70.32325057864864,10.838168616633375,29.390595770316118,28.342686832176035
1977-04-01,1977,2,1977Q2,7492.2,1381.7,8873.9,1062.7,3671.9,0.0,28.4,12580.3,5645.0,1007.6,6652.6,332.3,2386.5,0.0,18.1,9061.0,1847.2,374.1,2221.3,730.5,1285.5,0.0,10.3,3519.2,70.53806348020318,10.983044919437535,29.187698226592374,27.97389569406135
1977-07-01,1977,3,1977Q3,7479.8,1376.2,8856.0,1090.4,3691.8,0.0,36.7,12590.1,5640.3,1010.1,6650.400000000001,340.7,2388.6,0.0,23.7,9066.3,1839.5,366.1,2205.6,749.7,1303.3000000000002,0.0,13.0,3523.8,70.34098220030025,10.930810716356502,29.323039531060118,27.98865775490266
1977-10-01,1977,4,1977Q4,7507.1,1392.9,8900.0,1061.1,3647.6,0.0,35.1,12591.6,5621.5,1011.7,6633.2,325.2,2364.7,0.0,23.2,9027.6,1885.6,381.2,2266.8,735.9,1283.0,0.0,11.9,3563.9,70.68204199625147,11.062136662536929,28.968518695003016,28.303789828139394
1978-01-01,1978,1,1978Q1,7411.0,1406.4,8817.4,1044.8,3624.3,0.0,24.8,12471.1,5549.1,1014.1,6563.200000000001,320.6,2362.2,0.0,16.2,8946.0,1861.9,392.3,2254.2000000000003,724.2,1262.0,0.0,8.6,3525.1,70.70266456046379,11.277273055303864,29.06159039699786,28.26615134190248
1978-04-01,1978,2,1978Q2,7277.9,1484.9,8762.8,1039.3,3606.9,0.0,24.9,12401.6,5454.9,1070.5,6525.4,322.8,2362.2000000000003,0.0,19.4,8912.0,1823.0,414.4,2237.4,716.5,1244.7,0.0,5.5,3489.6,70.65862469358791,11.973455038059605,29.084150432202293,28.138304734872914
1978-07-01,1978,3,1978Q3,7255.5,1504.2,8759.7,1035.6,3599.7,0.0,27.5,12394.5,5453.4,1089.9,6543.299999999999,321.1,2367.9,0.0,19.8,8936.1,1802.1,414.3,2216.4,714.5,1231.9,0.0,7.7,3458.4,70.67408931380855,12.136028076969623,29.042720561539394,27.90269877768365
1978-10-01,1978,4,1978Q4,7189.0,1532.8,8721.8,1003.5,3557.0,0.0,42.1,12325.5,5370.8,1110.7,6481.5,296.8,2342.6,0.0,30.5,8857.4,1818.2,422.1,2240.3,706.7,1214.4,0.0,11.5,3468.1,70.7622408827228,12.436006652874122,28.858869822725246,28.137600908685243
1979-01-01,1979,1,1979Q1,7206.8,1507.9,8714.7,995.4,3545.6,0.0,22.8,12287.3,5352.4,1090.9,6443.299999999999,293.4,2341.3,0.0,16.1,8803.3,1854.3,417.0,2271.3,702.0,1204.3,0.0,6.6,3484.0,70.92445044883743,12.272020704304445,28.8558104709741,28.354479828766287
1979-04-01,1979,2,1979Q2,7104.8,1513.0,8617.8,991.5,3566.5,0.0,22.7,12212.7,5289.9,1096.3,6386.2,293.1,2359.3,0.0,16.9,8766.8,1814.9,416.7,2231.6,698.4,1207.1,0.0,5.8,3445.9,70.56424869193543,12.3887428660329,29.203206498153563,28.215709875785045
1979-07-01,1979,3,1979Q3,7039.8,1545.6,8585.4,1029.5,3618.7,0.0,37.0,12247.5,5250.0,1115.7,6365.7,316.0,2395.9,0.0,26.5,8791.6,1789.8,429.9,2219.7,713.6,1222.9,0.0,10.5,3455.9,70.09920391916718,12.619718309859154,29.54643804858134,28.21718718105736
1979-10-01,1979,4,1979Q4,6994.9,1560.3,8555.199999999999,989.9,3560.3,0.0,40.4,12162.4,5211.6,1119.0,6330.6,302.6,2364.3,0.0,28.9,8728.5,1783.3,441.3,2224.6,687.2,1196.0,0.0,11.5,3433.9,70.34137999079128,12.82888245740972,29.273005327895813,28.233736762481094
1980-01-01,1980,1,1980Q1,6923.8,1567.1,8490.9,955.7,3489.3,0.0,24.1,12013.3,5154.8,1108.5,6263.3,295.6,2317.7,0.0,16.8,8604.6,1769.0,458.6,2227.6,660.2,1171.7,0.0,7.3,3408.7,70.67916392664797,13.044708781100947,29.045308116837177,28.37438505656231
1980-04-01,1980,2,1980Q2,6777.3,1582.5,8359.8,944.5,3495.3,0.0,31.1,11892.7,5066.2,1122.4,6188.6,295.2,2324.1,0.0,20.0,8537.9,1711.1,460.2,2171.3,649.3,1171.1999999999998,0.0,11.2,3354.8,70.29354141616284,13.306482127691776,29.39029825018709,28.20890125875537
1980-07-01,1980,3,1980Q3,6734.7,1586.9,8321.6,972.3,3522.6000000000004,0.0,29.9,11883.1,5074.4,1126.4,6200.799999999999,310.4,2336.8,0.0,20.5,8565.9,1660.4,460.5,2120.9,661.9,1185.9,0.0,9.4,3317.2,70.02886452188402,13.354259410423206,29.643779821763683,27.91527463372352
1980-10-01,1980,4,1980Q4,6640.4,1624.7,8265.1,938.3,3459.8,0.0,56.3,11790.5,4996.6,1155.6,6152.200000000001,289.0,2290.9,0.0,37.4,8486.5,1643.9,469.1,2113.0,649.4,1168.9,0.0,18.9,3304.1,70.09965650311692,13.779737924600314,29.34396336033247,28.023408676476823
1981-01-01,1981,1,1981Q1,6556.0,1625.6,8181.6,921.8,3438.2,0.0,29.9,11655.8,4924.4,1149.6,6074.0,296.3,2297.1,0.0,20.4,8395.3,1631.5,476.1,2107.6,625.5,1141.1,0.0,9.5,3260.5,70.1933801197687,13.94670464489782,29.49776077146142,27.973197892894525
1981-04-01,1981,2,1981Q2,6510.4,1623.3,8133.7,924.0,3399.6,0.0,36.0,11579.2,4895.8,1159.0,6054.8,293.5,2261.3,0.0,26.8,8349.2,1614.6,464.3,2078.9,630.5,1138.3,0.0,9.2,3230.0,70.24405831145502,14.019103219566118,29.359541246372807,27.894845930634236
1981-07-01,1981,3,1981Q3,6477.0,1646.5,8123.5,945.8,3418.1000000000004,0.0,39.5,11597.0,4882.4,1182.8,6065.2,300.3,2273.5,0.0,29.6,8377.2,1594.5,463.7,2058.2,645.5,1144.7,0.0,9.9,3219.9,70.04828835043546,14.19763731999655,29.47400189704234,27.764939208415974
1981-10-01,1981,4,1981Q4,6437.2,1655.9,8093.1,911.3,3357.0,0.0,57.7,11521.3,4839.1,1195.7,6034.8,293.7,2244.3,0.0,40.1,8327.6,1598.1,460.2,2058.3,617.5,1112.6,0.0,17.6,3193.7,70.24467724996312,14.372510046609325,29.13733693246422,27.71996215704825
1982-01-01,1982,1,1982Q1,6405.1,1686.1,8091.200000000001,886.5,3321.0,0.0,44.5,11469.3,4799.5,1203.7,6003.2,291.4,2232.4,0.0,32.7,8275.7,1605.7,482.4,2088.1,595.2,1088.7,0.0,11.8,3193.6,70.54658959134386,14.700984366962238,28.955559624388588,27.84476820730123
1982-04-01,1982,2,1982Q2,6365.4,1709.1,8074.5,888.2,3346.7,0.0,42.3,11477.4,4755.2,1219.3,5974.5,296.3,2259.6,0.0,33.0,8277.2,1610.2,489.9,2100.1,591.9,1087.1,0.0,9.2,3200.2,70.35129907470333,14.89100318887553,29.159042988830226,27.882621499642774
1982-07-01,1982,3,1982Q3,6318.7,1750.4,8069.1,919.4,3367.1,0.0,51.2,11500.8,4724.6,1238.8,5963.400000000001,307.7,2245.9,0.0,40.6,8257.6,1594.2,511.6,2105.8,611.7,1121.2,0.0,10.6,3243.2,70.16120617696161,15.21981079577073,29.277093767390095,28.199777406789096
1982-10-01,1982,4,1982Q4,6297.0,1773.0,8070.0,885.9,3348.9,0.0,47.5,11477.8,4672.2,1255.5,5927.7,294.2,2255.4,0.0,39.7,8228.9,1624.8,517.5,2142.3,591.7,1093.5,0.0,7.9,3248.9,70.30964122044294,15.447211138022968,29.17719423582917,28.305947132725784
1983-01-01,1983,1,1983Q1,6209.1,1757.7,7966.8,870.6,3343.3,0.0,38.6,11362.9,4613.3,1234.6,5847.9,289.5,2254.1,0.0,31.5,8141.9,1595.8,523.0,2118.8,581.1,1089.2,0.0,7.0,3221.0,70.11238328243671,15.468762375801953,29.42294660694013,28.346636862068664
1983-04-01,1983,2,1983Q2,6176.6,1832.7,8009.3,858.8,3355.8,0.0,41.0,11415.8,4589.1,1292.4,5881.5,286.7,2243.4,0.0,33.8,8163.8,1587.5,540.3,2127.8,572.1,1112.4,0.0,7.2,3252.1,70.15977855253246,16.05406541810473,29.396100141908587,28.48771001594282
1983-07-01,1983,3,1983Q3,6111.0,1878.8,7989.8,892.4,3425.4,0.0,62.3,11494.1,4540.3,1323.3,5863.6,295.1,2272.6,0.0,49.5,8197.4,1570.7,555.5,2126.2,597.3,1152.8,0.0,12.7,3296.7,69.512184512054,16.345777398839402,29.801376358305564,28.681671466230497
1983-10-01,1983,4,1983Q4,6034.7,1911.5,7946.2,884.9,3395.6,0.0,53.5,11414.0,4445.8,1349.3,5795.1,289.1,2263.6,0.0,45.1,8116.2,1588.9,562.3,2151.2,595.8,1132.0,0.0,8.4,3297.8,69.61801296653233,16.746977396180128,29.749430523917997,28.89258804976345
1984-01-01,1984,1,1984Q1,5928.7,1794.6,7723.299999999999,863.9,3378.4,0.0,56.1,11172.2,4352.8,1234.9,5587.700000000001,295.8,2279.2000000000003,0.0,48.3,7924.8,1575.9,559.7,2135.6000000000004,568.1,1099.2,0.0,7.7,3247.4,69.12962531999068,16.0630851578024,30.239344086213993,29.066790784268093
1984-04-01,1984,2,1984Q2,5890.6,1786.1,7676.700000000001,831.4,3366.3,0.0,54.9,11119.3,4341.3,1231.0,5572.3,301.4,2294.6,0.0,46.1,7926.3,1549.3,555.0,2104.3,530.0,1071.7,0.0,8.8,3193.1,69.03941794897162,16.063061523657066,30.27438777620894,28.716735765740648
1984-07-01,1984,3,1984Q3,5848.8,1804.9,7653.700000000001,852.1,3405.9,0.0,58.2,11143.5,4331.3,1235.6,5566.9,313.8,2323.9,0.0,51.0,7956.6,1517.5,569.4,2086.9,538.4,1082.0,0.0,7.2,3186.9,68.6830887961592,16.1968860770853,30.564005922735227,28.598734688383367
1984-10-01,1984,4,1984Q4,5763.0,1830.7,7593.7,835.9,3345.7000000000003,0.0,77.7,11040.3,4238.2,1255.4,5493.6,303.5,2296.2,0.0,63.9,7866.5,1524.8,575.3,2100.1,532.5,1049.6,0.0,13.8,3173.8,68.78164542630184,16.581976939032455,30.304430133239137,28.747407226252914
1985-01-01,1985,1,1985Q1,5794.4,1792.1,7586.5,803.4,3311.8,0.0,59.3,10981.2,4241.4,1221.0,5462.4,287.9,2270.7,0.0,46.9,7796.9,1553.0,571.1,2124.1,515.5,1041.0,0.0,12.3,3184.3,69.08625651112811,16.31971004990347,30.15881688704331,28.99774159472553
1985-04-01,1985,2,1985Q2,5764.9,1814.8,7579.7,791.5,3299.6,0.0,55.3,10949.1,4248.2,1240.2,5488.4,277.1,2245.4,0.0,44.2,7789.4,1516.7,574.6,2091.3,514.3,1054.0,0.0,11.1,3159.8,69.22669443150579,16.574878300499584,30.135810249244226,28.858992976591686
1985-07-01,1985,3,1985Q3,5761.6,1908.9,7670.5,810.0,3290.2,0.0,48.4,11029.4,4266.4,1310.8,5577.2,298.0,2243.7,0.0,39.8,7871.9,1495.2,598.1,2093.3,512.0,1046.5,0.0,8.6,3157.6,69.54594084900357,17.307378461203694,29.83117848659039,28.628937204199683
1985-10-01,1985,4,1985Q4,5763.3,1958.3,7721.6,793.7,3254.5,0.0,58.4,11056.3,4235.9,1344.9,5580.799999999999,288.4,2215.4,0.0,47.2,7856.6,1527.4,613.4,2140.8,505.3,1039.1,0.0,11.1,3199.7,69.83891536951784,17.712073659361632,29.435706339372125,28.94006132250391
1986-01-01,1986,1,1986Q1,5835.0,1939.8,7774.8,749.8,3200.5,0.0,56.2,11049.1,4277.3,1311.4,5588.700000000001,283.4,2205.6,0.0,44.3,7851.5,1557.8,628.4,2186.2,466.4,994.9,0.0,11.9,3197.7,70.3659121557412,17.55618104642007,28.966160139739888,28.94081870921613
1986-04-01,1986,2,1986Q2,5919.0,1965.9,7884.9,736.5,3195.5,0.0,53.3,11151.0,4362.7,1324.6,5687.299999999999,280.4,2192.6,0.0,41.5,7931.4,1556.3,641.3,2197.6,456.1,1002.9,0.0,11.8,3219.6,70.71025020177562,17.629808985741192,28.656622724419336,28.872746838848535
1986-07-01,1986,3,1986Q3,6038.6,1995.7,8034.3,719.5,3158.2,0.0,60.7,11275.9,4470.0,1319.4,5789.4,274.1,2163.4,0.0,48.5,8015.9,1568.7,676.4,2245.1,445.5,994.8,0.0,12.2,3260.0,71.2519621493628,17.698808964251192,28.008407311168064,28.911217729848616
1986-10-01,1986,4,1986Q4,6103.2,1999.1,8102.299999999999,709.9,3181.9,0.0,59.4,11359.2,4499.1,1322.9,5822.0,267.2,2183.7,0.0,47.7,8062.5,1604.1,676.2,2280.3,442.7,998.3,0.0,11.7,3296.7,71.32808648496372,17.598950630326076,28.011655750404955,29.022290302133953
1987-01-01,1987,1,1987Q1,6197.5,1915.0,8112.5,691.4,3204.5,0.0,52.8,11382.9,4538.3,1255.3,5793.6,261.9,2209.0,0.0,43.5,8053.1,1659.3,659.8,2319.1,429.5,995.5,0.0,9.3,3329.8,71.2691844784721,16.82348083528802,28.151876938214336,29.252650906183842
1987-04-01,1987,2,1987Q2,6324.7,1869.3,8194.0,756.1,3453.6000000000004,75.2,42.7,11690.3,4610.7,1234.4,5845.1,301.5,2344.0,52.9,25.0,8214.0,1714.0,634.9,2348.9,454.7,1109.6999999999998,22.2,17.8,3476.4,70.09229874340267,15.990179892731582,29.54244116917445,29.73747465847754
1987-07-01,1987,3,1987Q3,6504.8,1889.8,8394.6,805.5,3485.3,84.0,32.1,11911.9,4689.3,1233.3,5922.6,330.3,2368.1,62.6,16.5,8307.3,1815.5,656.4,2471.9,475.2,1117.1,21.4,15.7,3604.7,70.47238475809905,15.864807461446118,29.25897631779985,30.261335303352112
1987-10-01,1987,4,1987Q4,6603.3,1907.7,8511.0,798.3,3474.0,86.3,26.1,12011.1,4762.3,1236.7,5999.0,327.2,2352.6,67.8,13.6,8365.3,1840.9,671.0,2511.9,471.1,1121.5,18.5,12.5,3645.9,70.85945500412119,15.882808402227939,28.92324599745236,30.35442215950246
1988-01-01,1988,1,1988Q1,6624.2,1898.2,8522.4,791.0,3465.0,95.0,26.4,12013.9,4762.7,1218.0,5980.7,324.7,2349.1,72.9,15.8,8345.7,1861.5,680.2,2541.7,466.3,1115.9,22.1,10.6,3668.2,70.93783034651528,15.800031630028553,28.841591822805253,30.532965981071925
1988-04-01,1988,2,1988Q2,6696.0,1933.2,8629.2,761.1,3454.1,100.5,27.0,12110.3,4829.5,1240.4,6069.9,305.6,2339.4,72.8,14.6,8423.9,1866.5,692.8,2559.3,455.4,1114.7,27.8,12.4,3686.5,71.25504735638259,15.963270934658928,28.522001932239498,30.441029536840542
1988-07-01,1988,3,1988Q3,6889.6,1928.6,8818.2,795.3,3475.5,96.9,25.4,12319.1,4965.5,1236.7,6202.2,309.8,2332.3,67.6,17.1,8551.6,1924.1,691.9,2616.0,485.6,1143.3,29.3,8.2,3767.4,71.58152787135424,15.655364434090153,28.212288235341866,30.581779513113784
1988-10-01,1988,4,1988Q4,6910.0,2006.8,8916.8,754.1,3425.3,91.0,29.1,12371.2,4965.6,1290.2,6255.8,304.2,2346.0,69.8,17.6,8619.4,1944.4,716.7,2661.1000000000004,450.0,1079.2,21.1,11.5,3751.8,72.0770822555613,16.221546818416968,27.68769399896534,30.326888256595964
1989-01-01,1989,1,1989Q1,7007.2,2001.1,9008.3,734.7,3374.3,98.5,25.1,12407.5,5035.8,1266.9,6302.700000000001,293.2,2297.7,71.8,13.5,8613.9,1971.4,734.1,2705.5,441.5,1076.5,26.6,11.6,3793.6,72.6036671368124,16.128148297400767,27.19564779367318,30.575055410034253
1989-04-01,1989,2,1989Q2,7083.8,2038.9,9122.7,737.4,3424.9,90.7,23.5,12571.0,5058.7,1278.5,6337.2,286.1,2338.0,66.2,13.2,8688.5,2025.1,760.3,2785.4,451.3,1086.9,24.5,10.3,3882.6,72.56940577519688,16.219075650306262,27.24445151539257,30.885371092196323
1989-07-01,1989,3,1989Q3,7199.6,2131.1,9330.7,758.1,3432.8,90.3,29.1,12792.7,5147.6,1341.0,6488.6,305.4,2350.0,65.7,16.8,8855.2,2052.1,790.2,2842.3,452.8,1082.9,24.6,12.3,3937.4,72.93769102691378,16.658719425922595,26.834053796305707,30.778490858067492
1989-10-01,1989,4,1989Q4,7214.7,2152.1,9366.8,731.4,3381.3,93.3,33.7,12781.7,5136.9,1334.6,6471.5,285.9,2316.7,68.3,21.5,8809.8,2077.8,817.4,2895.2000000000003,445.5,1064.5,24.9,12.1,3971.9,73.28289664129184,16.837353403694344,26.454227528419537,31.07489614057598
1990-01-01,1990,1,1990Q1,7280.5,2167.5,9448.0,720.5,3361.7,96.3,27.8,12837.5,5177.9,1343.2,6521.099999999999,280.7,2299.3,71.1,18.6,8838.9,2102.6,824.3,2926.9,439.8,1062.4,25.2,9.2,3998.6,73.5968841285297,16.88412852969815,26.186562804284325,31.14780915287244
1990-04-01,1990,2,1990Q2,7390.2,2148.2,9538.4,681.9,3337.1,97.7,31.4,12906.8,5235.1,1319.4,6554.5,261.1,2283.6,74.4,20.6,8858.6,2155.1,828.8,2983.9,420.8,1053.5,23.3,10.8,4048.2,73.90212911023647,16.643939628722844,25.855363064431153,31.36486193324449
1990-07-01,1990,3,1990Q3,7473.7,2207.3,9681.0,690.6,3319.9,95.8,32.6,13033.6,5296.9,1372.1,6669.0,260.0,2262.9,74.8,21.7,8953.7,2176.8,835.2,3012.0,430.6,1057.0,21.0,10.9,4079.9,74.27725263933218,16.935459121041003,25.471857353302234,31.30294009329732
1990-10-01,1990,4,1990Q4,7526.2,2207.8,9734.0,671.6,3273.0,100.7,34.8,13041.8,5303.2,1355.4,6658.6,252.8,2239.9,79.9,22.1,8920.7,2223.0,852.4,3075.4,418.7,1033.0,20.8,12.7,4121.0,74.63693661917834,16.92864481896671,25.09622904813753,31.598398994003894
1991-01-01,1991,1,1991Q1,7529.8,2193.5,9723.3,652.4,3264.2,112.4,37.9,13025.4,5300.7,1328.2,6628.9,246.1,2235.8,85.6,26.2,8890.8,2229.0,865.3,3094.3,406.3,1028.5,26.8,11.7,4134.6,74.64876318577548,16.84017381423987,25.060266863205737,31.742595236998483
1991-04-01,1991,2,1991Q2,7542.8,2227.8,9770.6,636.4,3257.7,110.9,39.5,13067.6,5320.4,1331.7,6652.099999999999,244.0,2229.6,84.5,23.7,8905.3,2222.4,896.0,3118.4,392.3,1028.1,26.4,15.7,4162.3,74.76965931004929,17.04827206219964,24.92959686553001,31.852061587437632
1991-07-01,1991,3,1991Q3,7530.5,2272.5,9803.0,647.7,3275.2000000000003,103.7,42.0,13120.2,5313.1,1354.3,6667.400000000001,249.7,2231.2,79.7,23.8,8922.4,2217.4,918.2,3135.6000000000004,398.0,1044.0,24.0,18.2,4197.8,74.71684882852395,17.320620112498283,24.96303410008994,31.994939101538083
1991-10-01,1991,4,1991Q4,7461.3,2274.5,9735.8,625.4,3243.6,100.3,35.7,13015.1,5239.9,1341.6,6581.5,244.1,2226.4,75.9,21.2,8829.2,2221.4,932.9,3154.3,381.3,1017.2,24.4,14.5,4185.9,74.80388164516599,17.47585496845971,24.921821576476553,32.16187351614663
1992-01-01,1992,1,1992Q1,7240.0,2257.7,9497.7,608.9,3304.9,110.3,106.9,12909.4,5057.2,1326.2,6383.4,230.7,2269.0,83.8,54.4,8706.8,2182.8,931.5,3114.3,378.2,1035.8,26.4,52.5,4202.6,73.57197081196648,17.48880660603901,25.600725053062114,32.5545726369932
