fecha,año,trimestre,periodo,ambos_sexos_asalariados_sector_privado,ambos_sexos_asalariados_sector_publico,ambos_sexos_asalariados_total,ambos_sexos_ayuda_negocio_familiar,ambos_sexos_empresarios_total,ambos_sexos_miembro_cooperativa,ambos_sexos_ocupado_otra_situacion,ambos_sexos_total,hombres_asalariados_sector_privado,hombres_asalariados_sector_publico,hombres_asalariados_total,hombres_ayuda_negocio_familiar,hombres_empresarios_total,hombres_miembro_cooperativa,hombres_ocupado_otra_situacion,hombres_total,mujeres_asalariados_sector_privado,mujeres_asalariados_sector_publico,mujeres_asalariados_total,mujeres_ayuda_negocio_familiar,mujeres_empresarios_total,mujeres_miembro_cooperativa,mujeres_ocupado_otra_situacion,mujeres_total,ratio_asalariados,share_empleo_publico,tasa_autoempleo,share_empleo_femenino
2008-10-01,2008,4,2008Q4,13395.7,3081.6,16477.2,199.2,3563.8,63.5,14.2,20055.3,7558.2,1442.8,9001.0,77.0,2405.0,39.9,8.9,11414.9,5837.5,1638.8,7476.3,122.2,1158.9,23.6,5.3,8640.4,82.15883083274747,15.365514352814468,17.769866319626235,43.08287584827951
2009-01-01,2009,1,2009Q1,12935.7,3077.4,16013.0,186.6,3264.9,31.8,6.5,19284.4,7224.6,1451.0,8675.6,76.1,2219.3,20.6,4.4,10899.2,5711.1,1626.4,7337.5,110.5,1045.6,11.1,2.1,8385.2,83.0360291219846,15.957976395428428,16.930264877310155,43.4817780174649
2009-04-01,2009,2,2009Q2,12817.0,3106.1,15923.1,167.4,3218.2,29.9,12.9,19154.2,7137.8,1466.6,8604.5,70.5,2162.2,18.7,10.4,10777.1,5679.2,1639.5,7318.7,96.9,1056.0,11.2,2.5,8377.2,83.13111484687431,16.21628676739305,16.801536999718074,43.73557757567531
2009-07-01,2009,3,2009Q3,12699.1,3164.7,15863.8,179.5,3224.2,34.1,10.5,19098.4,7050.9,1489.4,8540.2,85.5,2157.3,21.4,7.7,10705.3,5648.2,1675.3,7323.5,94.0,1066.9,12.7,2.8,8393.2,83.06350270179699,16.570498052192853,16.882042474762283,43.94713693293679
2009-10-01,2009,4,2009Q4,12596.9,3127.6,15724.6,159.9,3152.8,37.5,13.0,18890.4,6989.3,1453.5,8442.7,73.7,2098.1,25.8,9.9,10550.8,5607.7,1674.2,7281.8,86.2,1054.7,11.7,3.1,8339.7,83.24122305509677,16.55655782831491,16.689958920933385,44.14782111548723
2010-01-01,2010,1,2010Q1,12329.1,3160.5,15489.6,171.2,3152.2,32.2,11.1,18652.9,6788.4,1459.4,8247.8,75.3,2112.0,21.7,9.6,10369.3,5540.7,1701.1,7241.8,95.8,1040.2,10.5,1.5,8283.5,83.04124291665103,16.943746012684354,16.8992489103571,44.40864423226415
2010-04-01,2010,2,2010Q2,12451.4,3168.4,15619.9,151.4,3120.9,29.9,10.3,18751.1,6893.4,1469.5,8362.9,66.7,2099.9,18.0,7.5,10470.2,5558.0,1698.9,7257.0,84.7,1021.0,11.9,2.9,8280.9,83.30124632688216,16.897142034333985,16.64382356235101,44.162209150396514
2010-07-01,2010,3,2010Q3,12445.9,3259.2,15705.1,151.0,3108.3,31.5,5.6,18819.0,6896.9,1506.8,8403.7,70.1,2107.1,21.4,3.3,10514.1,5549.0,1752.4,7301.4,80.8,1001.1,10.1,2.3,8304.9,83.45342473032574,17.3186673043201,16.516818109357565,44.130400127530685
2010-10-01,2010,4,2010Q4,12304.4,3250.3,15554.7,137.3,3110.3,36.1,9.9,18674.9,6764.0,1472.5,8236.5,61.6,2099.4,22.7,5.2,10341.1,5540.4,1777.8,7318.2,75.6,1010.9,13.4,4.7,8333.8,83.2920122731581,17.40464473705348,16.65497539478123,44.625674033060406
2011-01-01,2011,1,2011Q1,12099.9,3267.5,15367.4,153.5,3052.6,33.3,6.2,18426.2,6647.1,1500.6,8147.7,68.7,2046.4,21.0,2.3,10196.5,5452.7,1766.9,7219.7,84.8,1006.2,12.4,3.9,8229.7,83.39972430560832,17.732902063366293,16.566627953674658,44.663034157883885
2011-04-01,2011,2,2011Q2,12280.2,3299.3,15579.5,144.2,3034.2,35.1,8.2,18622.0,6682.6,1515.3,8197.9,62.2,2025.5,24.5,5.7,10229.1,5597.7,1784.0,7381.7,82.1,1008.7,10.6,2.5,8392.9,83.66179787348298,17.717216195897326,16.293631188916336,45.06980990226614
2011-07-01,2011,3,2011Q3,12172.7,3306.6,15479.3,124.7,2997.8,31.4,7.4,18484.5,6686.6,1531.4,8218.0,47.1,1982.7,19.1,3.4,10204.0,5486.1,1775.2,7261.3,77.6,1015.1,12.3,4.0,8280.4,83.74205415347994,17.888501176661524,16.217912304904107,44.79645108063512
2011-10-01,2011,4,2011Q4,11915.8,3234.7,15150.5,128.9,2993.4,30.2,9.1,18153.0,6514.1,1466.3,7980.4,52.0,1995.8,17.5,4.0,9980.3,5401.7,1768.4,7170.1,76.8,997.6,12.7,5.1,8172.8,83.4600341541343,17.81909326282157,16.489836390679226,45.02175948878973
2012-01-01,2012,1,2012Q1,11523.2,3200.5,14723.7,126.1,3034.5,33.5,6.8,17765.1,6236.2,1446.2,7682.3,49.9,2001.3,22.4,4.4,9688.0,5287.0,1754.3,7041.4,76.2,1033.3,11.2,2.4,8077.1,82.87991624026884,18.015659917478654,17.081243561815022,45.46611052006463
2012-04-01,2012,2,2012Q2,11579.8,3140.5,14720.3,125.6,3030.8,30.1,7.3,17758.5,6234.5,1399.6,7634.1,50.9,2025.9,19.7,3.2,9663.1,5345.3,1740.9,7086.2,74.8,1005.0,10.3,4.1,8095.4,82.89157304952558,17.68448911788721,17.06675676436636,45.58605738097249
2012-07-01,2012,3,2012Q3,11473.6,3087.3,14560.9,129.8,3098.0,24.2,8.9,17667.7,6205.1,1373.2,7578.3,56.9,2063.7,17.0,3.8,9645.8,5268.5,1714.1,6982.6,72.9,1034.3,7.2,5.1,8021.9,82.41536815771153,17.474260939454485,17.534823434855696,45.404325407381826
2012-10-01,2012,4,2012Q4,11267.6,3021.1,14288.7,110.0,3040.8,24.2,9.9,17339.4,6035.8,1367.2,7403.0,49.8,2029.6,17.2,3.0,9435.7,5231.7,1653.9,6885.6,60.2,1011.2,7.1,6.8,7903.7,82.40596560434616,17.42332491320345,17.536938994428873,45.58231542037209
2013-01-01,2013,1,2013Q1,11035.3,2951.7,13987.0,113.1,3033.4,21.4,9.8,17030.2,5851.3,1346.5,7197.8,54.8,2038.8,14.9,1.7,9238.3,5183.9,1605.3,6789.2,58.3,994.7,6.5,8.0,7791.9,82.13056804969993,17.332151119775453,17.811887118178298,45.7534262662799
2013-04-01,2013,2,2013Q2,11127.1,2945.0,14072.2,124.7,3078.9,20.9,9.5,17160.6,5937.3,1331.7,7269.0,58.3,2061.8,16.0,2.4,9333.2,5189.9,1613.3,6803.2,66.4,1017.1,4.9,7.0,7827.4,82.00296026945446,17.161404612892326,17.94168036082655,45.612624267216766
2013-07-01,2013,3,2013Q3,11180.6,2943.2,14123.9,111.1,3095.9,25.7,10.3,17230.0,5962.0,1365.7,7327.6,52.2,2054.0,17.3,3.2,9384.8,5218.7,1577.5,6796.2,58.9,1041.9,8.4,7.1,7845.2,81.97272199651769,17.081834010446894,17.96807893209518,45.53221125943122
2013-10-01,2013,4,2013Q4,11184.0,2909.4,14093.4,109.7,3034.6,25.4,7.2,17135.2,5973.7,1326.9,7300.6,45.4,2002.6,15.8,3.6,9306.8,5210.3,1582.5,6792.8,64.3,1032.0,9.6,3.6,7828.4,82.24823754610392,16.979083990849244,17.709743685512862,45.686073112656985
2014-01-01,2014,1,2014Q1,11008.9,2920.5,13929.5,97.3,3014.3,26.1,6.8,16950.6,5816.2,1344.0,7160.2,40.8,2001.1,16.5,4.3,9165.6,5192.8,1576.5,6769.3,56.6,1013.2,9.6,2.5,7785.0,82.17703208146025,17.229478602527344,17.78285134449518,45.92757778485718
2014-04-01,2014,2,2014Q2,11388.0,2929.5,14317.5,103.3,3026.7,20.8,8.8,17353.0,6070.7,1366.4,7437.0,40.3,1998.0,14.4,5.9,9441.0,5317.3,1563.1,6880.5,63.0,1028.7,6.4,2.9,7912.1,82.50734743272056,16.88180718031464,17.441940874776694,45.59499798305769
2014-07-01,2014,3,2014Q3,11487.6,2925.6,14413.1,113.0,3085.3,26.3,5.6,17504.0,6176.7,1368.6,7545.4,43.8,2056.8,18.3,3.7,9605.9,5310.8,1556.9,6867.8,69.2,1028.4,8.0,1.9,7898.1,82.3417504570384,16.713893967093234,17.62625685557587,45.12168647166362
2014-10-01,2014,4,2014Q4,11555.5,2927.5,14483.1,97.5,3078.0,24.7,8.0,17569.1,6143.4,1358.0,7501.3,39.5,2052.4,17.9,4.6,9558.3,5412.2,1569.6,6981.7,58.1,1025.6,6.8,3.5,8010.8,82.43507066383596,16.662777262352655,17.51939484663415,45.5959610907787
2015-01-01,2015,1,2015Q1,11437.2,2956.7,14393.9,97.8,3055.0,21.5,5.9,17454.8,6124.3,1362.7,7487.1,39.0,2029.4,15.0,3.7,9520.2,5312.8,1594.0,6906.8,58.8,1025.5,6.5,2.3,7934.6,82.46384948552834,16.939180053624217,17.50234892407819,45.457982904415985
2015-04-01,2015,2,2015Q2,11806.0,2956.3,14762.3,112.1,3099.2,23.0,5.1,17866.5,6350.3,1358.1,7708.4,45.8,2050.2,14.5,2.8,9761.4,5455.7,1598.2,7053.9,66.3,1049.0,8.5,2.3,8105.2,82.6255841938824,16.546609576581872,17.34643047043349,45.365348557355944
2015-07-01,2015,3,2015Q3,11962.5,2986.4,14948.9,102.8,3094.4,22.2,5.4,18048.7,6465.4,1374.1,7839.4,47.5,2054.1,14.6,3.0,9896.5,5497.2,1612.3,7109.5,55.4,1040.3,7.5,2.4,8152.2,82.82535584280308,16.546344058020797,17.144725104855198,45.16779601854981
2015-10-01,2015,4,2015Q4,11988.1,3000.7,14988.8,88.8,3101.2,24.0,4.1,18094.2,6436.0,1362.3,7798.4,39.9,2061.6,16.2,3.3,9863.3,5552.1,1638.4,7190.4,48.9,1039.6,7.9,0.8,8230.8,82.83759436725579,16.58376717401156,17.139193774800763,45.48860960970919
2016-01-01,2016,1,2016Q1,11916.9,3018.3,14935.1,91.5,3090.3,27.2,4.1,18029.6,6440.3,1357.5,7797.8,40.7,2046.7,18.9,2.9,9847.4,5476.6,1660.7,7137.3,50.8,1043.6,8.3,1.3,8182.2,82.83655766073569,16.740804011181616,17.140147313307008,45.38203842569996
2016-04-01,2016,2,2016Q2,12192.7,2995.0,15187.8,80.3,3106.0,24.3,7.2,18301.0,6586.3,1337.2,7923.5,33.5,2043.6,16.0,4.0,9971.1,5606.5,1657.8,7264.3,46.7,1062.4,8.4,3.2,8329.9,82.9889077099612,16.36522594393749,16.971750177585925,45.51609201682968
2016-07-01,2016,3,2016Q3,12400.7,3003.9,15404.6,92.5,3116.9,28.8,6.0,18527.5,6704.3,1352.2,8056.5,43.1,2052.5,18.6,3.8,10112.8,5696.5,1651.7,7348.1,49.3,1064.4,10.2,2.2,8414.8,83.14451491026851,16.213196599649173,16.823100796113884,45.41789232222372
2016-10-01,2016,4,2016Q4,12399.3,2986.1,15385.4,86.6,3115.2,24.9,7.5,18508.1,6677.1,1350.4,8027.5,40.5,2041.2,17.4,3.2,10071.9,5722.2,1635.7,7357.9,46.1,1074.0,7.5,4.3,8436.2,83.12792777216463,16.134016997963055,16.831549429709156,45.58112394032884
2017-01-01,2017,1,2017Q1,12366.9,2973.8,15340.8,89.6,3091.4,21.0,6.1,18438.3,6662.4,1330.3,7992.7,41.8,2053.1,12.4,2.7,10048.5,5704.5,1643.6,7348.1,47.8,1038.2,8.5,3.4,8389.8,83.20072891752494,16.128384937873882,16.766187772191582,45.50202567481818
2017-04-01,2017,2,2017Q2,12686.5,3003.8,15690.3,79.4,3115.2,25.9,7.9,18813.3,6835.6,1339.3,8174.9,37.8,2078.7,15.4,3.3,10256.9,5850.9,1664.4,7515.3,41.6,1036.5,10.5,4.6,8556.4,83.40004146003093,15.96636422105638,16.558498509033505,45.48059085859472
2017-07-01,2017,3,2017Q3,12844.6,3062.1,15906.7,93.5,3136.2,26.2,6.4,19049.2,6966.5,1365.5,8332.0,42.0,2086.7,18.2,1.8,10420.5,5878.1,1696.5,7574.6,51.6,1049.4,8.0,4.6,8628.7,83.50324423072884,16.074690800663543,16.463683514268315,45.29691535602545
2017-10-01,2017,4,2017Q4,12847.8,3074.7,15922.6,80.6,3069.8,22.2,6.0,18998.4,6953.5,1355.4,8308.9,34.6,2027.8,16.4,2.5,10339.2,5894.3,1719.3,7613.6,46.0,1042.1,5.8,3.4,8659.1,83.81021559710291,16.18399444163719,16.158202796024927,45.578048677783386
2018-01-01,2018,1,2018Q1,12686.5,3105.8,15792.2,76.5,3075.8,29.3,6.2,18874.2,6872.6,1369.8,8242.3,37.9,2039.5,19.4,2.2,10284.0,5813.9,1736.0,7549.9,38.6,1036.2,9.9,4.0,8590.2,83.67083108158226,16.45526697820305,16.29631984401988,45.512922402009096
2018-04-01,2018,2,2018Q2,13139.5,3117.8,16257.3,76.9,3079.3,26.4,7.5,19344.1,7102.8,1375.4,8478.2,37.2,2046.4,18.8,3.8,10528.3,6036.7,1742.4,7779.1,39.7,1032.9,7.6,3.7,8815.7,84.04267968010917,16.117575901696128,15.918548808163733,45.57306879100088
2018-07-01,2018,3,2018Q3,13266.0,3167.5,16433.6,76.6,3086.5,27.4,7.9,19528.0,7214.3,1408.2,8622.5,38.0,2034.5,17.4,5.4,10662.4,6051.7,1759.4,7811.1,38.6,1052.0,10.0,2.5,8865.6,84.15403523146252,16.220299057763214,15.805510036870135,45.39942646456371
2018-10-01,2018,4,2018Q4,13242.6,3211.0,16453.6,61.2,3104.5,20.6,6.4,19564.6,7155.8,1427.4,8583.3,28.7,2066.8,14.1,3.0,10653.1,6086.8,1783.6,7870.3,32.4,1037.8,6.5,3.4,8911.5,84.09883156312932,16.412295676885805,15.867945166269692,45.54910399394826
2019-01-01,2019,1,2019Q1,13144.1,3213.6,16357.7,67.1,3106.2,25.4,7.2,19471.1,7119.1,1417.5,8536.6,31.8,2057.0,15.2,5.5,10599.1,6025.0,1796.2,7821.1,35.4,1049.1,10.1,1.8,8872.0,84.01014837374366,16.504460456779533,15.952873746218755,45.56496551299105
2019-04-01,2019,2,2019Q2,13493.8,3194.5,16688.3,76.6,3108.3,29.3,8.3,19804.9,7297.5,1410.7,8708.2,35.2,2035.5,15.8,6.5,10750.2,6196.3,1783.8,7980.1,41.4,1072.8,13.5,1.8,9054.7,84.26349034834813,16.12984665411085,15.694600831107453,45.71949366065974
2019-07-01,2019,3,2019Q3,13561.3,3228.7,16790.0,75.9,3077.7,24.4,6.7,19874.3,7369.1,1418.7,8787.8,34.8,2032.1,15.9,4.7,10824.5,6192.2,1810.0,8002.2,41.1,1045.6,8.5,2.0,9049.8,84.48096285152181,16.245603618743804,15.485828431693191,45.5351886607327
2019-10-01,2019,4,2019Q4,13592.8,3253.3,16846.1,81.7,3112.0,22.9,8.7,19966.9,7350.3,1411.3,8761.6,41.8,2042.2,14.4,4.8,10808.6,6242.5,1842.0,8084.5,39.9,1069.8,8.5,3.9,9158.3,84.37013256940234,16.293465685709847,15.585794489880753,45.86741056448421
2020-01-01,2020,1,2020Q1,13312.2,3248.0,16560.1,70.8,3109.8,23.8,11.3,19681.3,7205.8,1421.5,8627.3,30.5,2026.3,13.8,7.7,10661.2,6106.3,1826.5,7932.8,40.3,1083.5,10.1,3.7,9020.0,84.14129147972949,16.50297490511298,15.800785517216854,45.8303059249135
2020-04-01,2020,2,2020Q2,12300.9,3225.9,15526.8,56.2,3073.7,24.3,6.7,18607.2,6689.3,1419.2,8108.5,26.0,2020.1,14.9,4.7,10133.4,5611.6,1806.7,7418.3,30.3,1053.6,9.4,1.9,8473.8,83.44511801883141,17.3368373532826,16.518874414205253,45.540435960273435
2020-07-01,2020,3,2020Q3,12770.9,3337.1,16108.0,71.6,3063.3,21.0,5.5,19176.9,6974.3,1484.1,8458.4,38.3,1992.6,12.2,3.2,10454.2,5796.6,1853.0,7649.6,33.3,1070.7,8.8,2.3,8722.7,83.99689209413408,17.401665545526125,15.97390610578352,45.48545385333396
2020-10-01,2020,4,2020Q4,12862.4,3379.1,16241.5,82.2,3092.2,20.1,10.5,19344.3,6961.0,1458.8,8419.8,40.0,2046.6,14.0,3.4,10469.8,5901.4,1920.4,7821.8,42.2,1045.6,6.0,7.1,8874.5,83.96013295906289,17.468194765383085,15.985070537574375,45.87656312195324
2021-01-01,2021,1,2021Q1,12748.9,3369.7,16118.6,86.5,3098.1,22.2,23.0,19239.6,6939.1,1430.0,8369.0,45.5,2068.6,16.1,12.8,10450.4,5809.9,1939.7,7749.5,41.0,1029.4,6.1,10.2,8789.2,83.77824902804633,17.5143973887191,16.102725628391443,45.682862429572346
2021-04-01,2021,2,2021Q2,13118.5,3409.0,16527.5,83.7,3176.4,28.9,12.2,19716.1,7121.4,1460.3,8581.8,35.7,2089.1,19.0,7.4,10678.2,5997.0,1948.7,7945.7,48.1,1087.3,9.9,4.9,9038.0,83.82743037416122,17.290437764060844,16.110691262470773,45.84070886230035
2021-07-01,2021,3,2021Q3,13499.9,3458.9,16958.8,84.7,3131.2,26.9,13.3,20103.3,7369.0,1446.4,8815.4,39.4,2052.1,20.4,5.8,10873.3,6130.9,2012.5,8143.5,45.3,1079.1,6.5,7.5,9230.0,84.35828943506787,17.205632906040304,15.575552272512471,45.91286007769869
2021-10-01,2021,4,2021Q4,13580.6,3457.5,17038.1,79.1,3222.5,26.9,14.2,20274.8,7381.7,1425.7,8807.3,31.9,2116.9,18.8,6.6,10930.8,6198.9,2031.8,8230.7,47.2,1105.7,8.1,7.6,9344.1,84.03584745595516,17.053189180657764,15.894114861798883,46.08726103340107
2022-01-01,2022,1,2022Q1,13567.7,3450.2,17017.8,62.4,3164.0,27.2,14.8,20196.7,7407.3,1442.3,8849.6,25.2,2052.4,19.0,3.8,10905.9,6160.4,2007.9,8168.2,37.1,1111.6,8.2,11.0,9290.8,84.26029994999182,17.082988805101824,15.665925621512425,46.00157451464843
2022-04-01,2022,2,2022Q2,13974.6,3431.9,17406.6,78.1,3187.8,27.6,12.8,20607.2,7579.5,1456.8,9036.3,37.5,2081.9,17.8,5.6,11123.8,6395.1,1975.2,8370.3,40.6,1105.9,9.9,7.2,9483.4,84.46853526922628,16.65388796148919,15.469350518265463,46.01983772661982
2022-07-01,2022,3,2022Q3,14071.2,3487.8,17559.0,91.4,3165.2,23.6,21.3,20745.4,7720.6,1506.7,9227.4,43.6,2053.4,15.9,11.9,11292.6,6350.6,1981.0,8331.6,47.8,1111.8,7.7,9.4,9452.8,84.64045041310362,16.812401785456053,15.257358257734243,45.56576397659239
2022-10-01,2022,4,2022Q4,13996.9,3497.2,17494.2,78.2,3141.1,29.2,5.4,20640.7,7617.8,1488.8,9106.7,34.5,2025.9,20.7,3.4,11136.0,6379.1,2008.4,8387.5,43.7,1115.2,8.5,1.9,9504.7,84.75584645869569,16.943223824773384,15.217991637880498,46.048341383770904
2023-01-01,2023,1,2023Q1,13974.6,3495.0,17469.6,63.5,3159.8,24.2,4.8,20634.2,7568.8,1479.1,9047.9,32.2,2041.2,16.0,2.1,11091.2,6405.8,2016.0,8421.7,31.2,1118.6,8.1,2.6,9543.0,84.6633259346134,16.937899215864924,15.313411714532185,46.248461292417446
2023-04-01,2023,2,2023Q2,14494.9,3503.9,17998.8,60.6,3252.8,21.3,6.8,21258.4,7831.4,1493.8,9325.2,32.0,2095.1,14.9,3.4,11423.6,6663.5,2010.1,8673.7,28.6,1157.8,6.4,3.4,9834.8,84.66676701915478,16.482425770518947,15.301245625258723,46.263124223836215
2023-07-01,2023,3,2023Q3,14733.6,3516.2,18249.7,65.6,3186.8,19.1,10.0,21446.5,8001.5,1491.5,9493.0,30.2,2047.2,13.3,5.7,11545.9,6732.0,2024.7,8756.7,35.4,1139.6,5.8,4.3,9900.6,85.0940712936843,16.39521600261115,14.859301051453619,46.16417597276945
2023-10-01,2023,4,2023Q4,14557.0,3576.6,18133.7,64.0,3249.5,33.9,6.6,21389.7,7853.3,1520.8,9374.1,37.1,2066.7,24.6,5.0,11445.9,6703.8,2055.8,8759.6,27.0,1182.7,9.3,1.6,9943.8,84.77772011762671,16.721132133690514,15.191891424377152,46.48873055723081
2024-01-01,2024,1,2024Q1,14512.9,3551.0,18063.9,59.0,3179.7,29.0,6.5,21250.0,7839.1,1506.1,9345.1,26.2,2043.8,19.4,4.1,11393.0,6673.8,2044.9,8718.7,32.7,1135.9,9.5,2.3,9857.0,85.00658823529412,16.710588235294118,14.963294117647058,46.385882352941174
2024-04-01,2024,2,2024Q2,14883.1,3557.9,18441.0,60.0,3238.0,29.7,5.7,21684.7,7982.2,1528.7,9510.9,27.8,2081.0,18.1,3.7,11595.6,6900.9,2029.3,8930.1,32.2,1157.0,11.6,1.9,10089.1,85.0415269752406,16.407420900450546,14.932187210337242,46.5263526818448
2024-07-01,2024,3,2024Q3,15124.2,3540.8,18665.0,57.4,3150.2,17.4,7.8,21823.0,8141.6,1514.0,9655.6,30.1,2052.2,12.2,2.7,11710.5,6982.7,2026.8,9009.4,27.3,1098.0,5.1,5.1,10112.6,85.52902900609449,16.225083627365624,14.43522888695413,46.339183430325804
2024-10-01,2024,4,2024Q4,14998.0,3591.2,18589.2,70.9,3258.1,23.1,10.6,21857.9,8062.2,1534.5,9596.7,33.5,2105.1,14.1,4.8,11706.6,6935.7,2056.8,8992.5,37.5,1152.9,9.0,5.8,10151.2,85.04568142410753,16.429757661989484,14.905823523760287,46.44178992492417
2025-01-01,2025,1,2025Q1,15000.2,3499.1,18499.2,60.6,3259.5,21.4,6.6,21765.4,8028.4,1478.5,9506.9,28.4,2103.2,13.4,2.5,11612.5,6971.8,2020.6,8992.4,32.2,1156.3,7.9,4.2,10152.8,84.99361371718416,16.076433238075108,14.975603480753858,46.64651235447085
2025-04-01,2025,2,2025Q2,15456.7,3521.9,18978.6,60.0,3283.1,22.5,7.1,22268.7,8291.4,1481.4,9772.8,25.6,2103.3,13.4,2.3,11878.4,7165.3,2040.5,9205.8,34.4,1179.7,9.1,4.8,10390.3,85.2254509692977,15.815471940436577,14.743114775447152,46.65876319677395
2025-07-01,2025,3,2025Q3,15575.1,3532.7,19107.8,69.4,3272.6,25.3,6.7,22387.1,8397.0,1475.0,9872.0,35.6,2112.0,13.2,1.4,11985.4,7178.1,2057.7,9235.8,33.8,1160.6,12.2,5.3,10401.7,85.35183208186858,15.78006977232424,14.61823996855332,46.462918377101104
2025-10-01,2025,4,2025Q4,15517.8,3641.4,19159.1,83.0,3294.9,25.5,9.2,22463.3,8367.0,1507.6,9874.6,33.0,2128.2,13.3,3.0,12005.8,7150.8,2133.7,9284.5,49.9,1166.7,12.2,6.3,10457.5,85.29067412178975,16.21044103048083,14.66792501546968,46.55371205477379
