Sexo;Grupo de edad (4);Sector económico ( 5);Periodo;Total
ambos sexos;de 16 a 19;Total;2001TIV;7,83
ambos sexos;de 16 a 19;Total;2001TIII;8,31
ambos sexos;de 16 a 19;Total;2001TII;8,33
ambos sexos;de 16 a 19;Total;2001TI;7,71
ambos sexos;de 16 a 19;Total;2000TIV;7,55
ambos sexos;de 16 a 19;Total;2000TIII;8,00
ambos sexos;de 16 a 19;Total;2000TII;7,70
ambos sexos;de 16 a 19;Total;2000TI;7,65
ambos sexos;de 16 a 19;Total;1999TIV;7,97
ambos sexos;de 16 a 19;Total;1999TIII;7,81
ambos sexos;de 16 a 19;Total;1999TII;7,78
ambos sexos;de 16 a 19;Total;1999TI;7,80
ambos sexos;de 16 a 19;Total;1998TIV;7,88
ambos sexos;de 16 a 19;Total;1998TIII;8,09
ambos sexos;de 16 a 19;Total;1998TII;7,79
ambos sexos;de 16 a 19;Total;1998TI;7,80
ambos sexos;de 16 a 19;Total;1997TIV;8,20
ambos sexos;de 16 a 19;Total;1997TIII;8,83
ambos sexos;de 16 a 19;Total;1997TII;8,44
ambos sexos;de 16 a 19;Total;1997TI;8,42
ambos sexos;de 16 a 19;Total;1996TIV;8,76
ambos sexos;de 16 a 19;Total;1996TIII;8,80
ambos sexos;de 16 a 19;Total;1996TII;8,18
ambos sexos;de 16 a 19;Total;1996TI;7,97
ambos sexos;de 16 a 19;agricultura;2001TIV;4,46
ambos sexos;de 16 a 19;agricultura;2001TIII;4,97
ambos sexos;de 16 a 19;agricultura;2001TII;7,08
ambos sexos;de 16 a 19;agricultura;2001TI;7,34
ambos sexos;de 16 a 19;agricultura;2000TIV;6,23
ambos sexos;de 16 a 19;agricultura;2000TIII;6,75
ambos sexos;de 16 a 19;agricultura;2000TII;6,30
ambos sexos;de 16 a 19;agricultura;2000TI;5,91
ambos sexos;de 16 a 19;agricultura;1999TIV;6,95
ambos sexos;de 16 a 19;agricultura;1999TIII;6,78
ambos sexos;de 16 a 19;agricultura;1999TII;6,70
ambos sexos;de 16 a 19;agricultura;1999TI;6,10
ambos sexos;de 16 a 19;agricultura;1998TIV;6,13
ambos sexos;de 16 a 19;agricultura;1998TIII;6,68
ambos sexos;de 16 a 19;agricultura;1998TII;5,86
ambos sexos;de 16 a 19;agricultura;1998TI;4,71
ambos sexos;de 16 a 19;agricultura;1997TIV;5,94
ambos sexos;de 16 a 19;agricultura;1997TIII;6,73
ambos sexos;de 16 a 19;agricultura;1997TII;6,48
ambos sexos;de 16 a 19;agricultura;1997TI;6,51
ambos sexos;de 16 a 19;agricultura;1996TIV;6,70
ambos sexos;de 16 a 19;agricultura;1996TIII;6,83
ambos sexos;de 16 a 19;agricultura;1996TII;5,03
ambos sexos;de 16 a 19;agricultura;1996TI;5,61
ambos sexos;de 16 a 19;industria;2001TIV;6,70
ambos sexos;de 16 a 19;industria;2001TIII;7,49
ambos sexos;de 16 a 19;industria;2001TII;6,28
ambos sexos;de 16 a 19;industria;2001TI;6,74
ambos sexos;de 16 a 19;industria;2000TIV;8,39
ambos sexos;de 16 a 19;industria;2000TIII;9,06
ambos sexos;de 16 a 19;industria;2000TII;6,38
ambos sexos;de 16 a 19;industria;2000TI;7,77
ambos sexos;de 16 a 19;industria;1999TIV;9,42
ambos sexos;de 16 a 19;industria;1999TIII;6,18
ambos sexos;de 16 a 19;industria;1999TII;6,13
ambos sexos;de 16 a 19;industria;1999TI;6,35
ambos sexos;de 16 a 19;industria;1998TIV;5,81
ambos sexos;de 16 a 19;industria;1998TIII;5,80
ambos sexos;de 16 a 19;industria;1998TII;6,76
ambos sexos;de 16 a 19;industria;1998TI;7,34
ambos sexos;de 16 a 19;industria;1997TIV;6,39
ambos sexos;de 16 a 19;industria;1997TIII;6,71
ambos sexos;de 16 a 19;industria;1997TII;6,18
ambos sexos;de 16 a 19;industria;1997TI;6,45
ambos sexos;de 16 a 19;industria;1996TIV;6,72
ambos sexos;de 16 a 19;industria;1996TIII;7,46
ambos sexos;de 16 a 19;industria;1996TII;7,42
ambos sexos;de 16 a 19;industria;1996TI;6,59
ambos sexos;de 16 a 19;construcción;2001TIV;7,86
ambos sexos;de 16 a 19;construcción;2001TIII;5,61
ambos sexos;de 16 a 19;construcción;2001TII;5,85
ambos sexos;de 16 a 19;construcción;2001TI;4,84
ambos sexos;de 16 a 19;construcción;2000TIV;5,31
ambos sexos;de 16 a 19;construcción;2000TIII;5,25
ambos sexos;de 16 a 19;construcción;2000TII;5,72
ambos sexos;de 16 a 19;construcción;2000TI;4,20
ambos sexos;de 16 a 19;construcción;1999TIV;4,09
ambos sexos;de 16 a 19;construcción;1999TIII;5,28
ambos sexos;de 16 a 19;construcción;1999TII;4,68
ambos sexos;de 16 a 19;construcción;1999TI;4,98
ambos sexos;de 16 a 19;construcción;1998TIV;5,38
ambos sexos;de 16 a 19;construcción;1998TIII;3,21
ambos sexos;de 16 a 19;construcción;1998TII;3,86
ambos sexos;de 16 a 19;construcción;1998TI;3,87
ambos sexos;de 16 a 19;construcción;1997TIV;3,63
ambos sexos;de 16 a 19;construcción;1997TIII;3,27
ambos sexos;de 16 a 19;construcción;1997TII;3,49
ambos sexos;de 16 a 19;construcción;1997TI;3,27
ambos sexos;de 16 a 19;construcción;1996TIV;2,67
ambos sexos;de 16 a 19;construcción;1996TIII;2,56
ambos sexos;de 16 a 19;construcción;1996TII;3,18
ambos sexos;de 16 a 19;construcción;1996TI;2,91
ambos sexos;de 16 a 19;servicios;2001TIV;5,29
ambos sexos;de 16 a 19;servicios;2001TIII;5,75
ambos sexos;de 16 a 19;servicios;2001TII;5,91
ambos sexos;de 16 a 19;servicios;2001TI;6,19
ambos sexos;de 16 a 19;servicios;2000TIV;5,24
ambos sexos;de 16 a 19;servicios;2000TIII;4,93
ambos sexos;de 16 a 19;servicios;2000TII;4,98
ambos sexos;de 16 a 19;servicios;2000TI;5,63
ambos sexos;de 16 a 19;servicios;1999TIV;5,56
ambos sexos;de 16 a 19;servicios;1999TIII;5,09
ambos sexos;de 16 a 19;servicios;1999TII;4,96
ambos sexos;de 16 a 19;servicios;1999TI;5,38
ambos sexos;de 16 a 19;servicios;1998TIV;4,93
ambos sexos;de 16 a 19;servicios;1998TIII;5,43
ambos sexos;de 16 a 19;servicios;1998TII;4,25
ambos sexos;de 16 a 19;servicios;1998TI;4,61
ambos sexos;de 16 a 19;servicios;1997TIV;4,80
ambos sexos;de 16 a 19;servicios;1997TIII;5,05
ambos sexos;de 16 a 19;servicios;1997TII;5,32
ambos sexos;de 16 a 19;servicios;1997TI;5,24
ambos sexos;de 16 a 19;servicios;1996TIV;5,50
ambos sexos;de 16 a 19;servicios;1996TIII;5,03
ambos sexos;de 16 a 19;servicios;1996TII;5,06
ambos sexos;de 16 a 19;servicios;1996TI;5,16
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIV;12,39
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIII;13,30
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TII;13,07
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TI;11,01
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIV;10,64
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIII;11,42
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TII;11,19
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TI;10,51
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIV;10,62
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIII;10,92
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TII;11,10
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TI;10,88
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIV;11,17
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIII;11,32
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TII;11,60
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TI;11,46
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TIV;12,18
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TIII;13,16
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TII;12,49
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TI;12,54
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TIV;13,29
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TIII;13,32
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TII;12,25
ambos sexos;de 16 a 19;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TI;11,92
ambos sexos;de 20 a 24;Total;2001TIV;18,97
ambos sexos;de 20 a 24;Total;2001TIII;19,64
ambos sexos;de 20 a 24;Total;2001TII;18,50
ambos sexos;de 20 a 24;Total;2001TI;18,75
ambos sexos;de 20 a 24;Total;2000TIV;19,01
ambos sexos;de 20 a 24;Total;2000TIII;18,96
ambos sexos;de 20 a 24;Total;2000TII;17,81
ambos sexos;de 20 a 24;Total;2000TI;18,64
ambos sexos;de 20 a 24;Total;1999TIV;18,92
ambos sexos;de 20 a 24;Total;1999TIII;19,62
ambos sexos;de 20 a 24;Total;1999TII;19,18
ambos sexos;de 20 a 24;Total;1999TI;19,72
ambos sexos;de 20 a 24;Total;1998TIV;19,82
ambos sexos;de 20 a 24;Total;1998TIII;20,16
ambos sexos;de 20 a 24;Total;1998TII;20,00
ambos sexos;de 20 a 24;Total;1998TI;20,24
ambos sexos;de 20 a 24;Total;1997TIV;20,07
ambos sexos;de 20 a 24;Total;1997TIII;19,93
ambos sexos;de 20 a 24;Total;1997TII;19,86
ambos sexos;de 20 a 24;Total;1997TI;20,54
ambos sexos;de 20 a 24;Total;1996TIV;20,88
ambos sexos;de 20 a 24;Total;1996TIII;21,57
ambos sexos;de 20 a 24;Total;1996TII;21,10
ambos sexos;de 20 a 24;Total;1996TI;22,07
ambos sexos;de 20 a 24;agricultura;2001TIV;16,18
ambos sexos;de 20 a 24;agricultura;2001TIII;12,75
ambos sexos;de 20 a 24;agricultura;2001TII;12,57
ambos sexos;de 20 a 24;agricultura;2001TI;11,78
ambos sexos;de 20 a 24;agricultura;2000TIV;12,77
ambos sexos;de 20 a 24;agricultura;2000TIII;11,87
ambos sexos;de 20 a 24;agricultura;2000TII;13,10
ambos sexos;de 20 a 24;agricultura;2000TI;13,24
ambos sexos;de 20 a 24;agricultura;1999TIV;15,13
ambos sexos;de 20 a 24;agricultura;1999TIII;13,67
ambos sexos;de 20 a 24;agricultura;1999TII;12,15
ambos sexos;de 20 a 24;agricultura;1999TI;12,66
ambos sexos;de 20 a 24;agricultura;1998TIV;13,55
ambos sexos;de 20 a 24;agricultura;1998TIII;14,23
ambos sexos;de 20 a 24;agricultura;1998TII;13,98
ambos sexos;de 20 a 24;agricultura;1998TI;14,75
ambos sexos;de 20 a 24;agricultura;1997TIV;14,16
ambos sexos;de 20 a 24;agricultura;1997TIII;15,54
ambos sexos;de 20 a 24;agricultura;1997TII;16,76
ambos sexos;de 20 a 24;agricultura;1997TI;15,91
ambos sexos;de 20 a 24;agricultura;1996TIV;16,14
ambos sexos;de 20 a 24;agricultura;1996TIII;16,43
ambos sexos;de 20 a 24;agricultura;1996TII;15,63
ambos sexos;de 20 a 24;agricultura;1996TI;16,98
ambos sexos;de 20 a 24;industria;2001TIV;19,58
ambos sexos;de 20 a 24;industria;2001TIII;21,56
ambos sexos;de 20 a 24;industria;2001TII;18,13
ambos sexos;de 20 a 24;industria;2001TI;21,19
ambos sexos;de 20 a 24;industria;2000TIV;19,00
ambos sexos;de 20 a 24;industria;2000TIII;19,60
ambos sexos;de 20 a 24;industria;2000TII;19,86
ambos sexos;de 20 a 24;industria;2000TI;20,48
ambos sexos;de 20 a 24;industria;1999TIV;18,53
ambos sexos;de 20 a 24;industria;1999TIII;18,81
ambos sexos;de 20 a 24;industria;1999TII;18,40
ambos sexos;de 20 a 24;industria;1999TI;19,65
ambos sexos;de 20 a 24;industria;1998TIV;17,31
ambos sexos;de 20 a 24;industria;1998TIII;18,13
ambos sexos;de 20 a 24;industria;1998TII;18,31
ambos sexos;de 20 a 24;industria;1998TI;20,83
ambos sexos;de 20 a 24;industria;1997TIV;18,91
ambos sexos;de 20 a 24;industria;1997TIII;18,30
ambos sexos;de 20 a 24;industria;1997TII;18,15
ambos sexos;de 20 a 24;industria;1997TI;20,13
ambos sexos;de 20 a 24;industria;1996TIV;20,98
ambos sexos;de 20 a 24;industria;1996TIII;21,53
ambos sexos;de 20 a 24;industria;1996TII;22,03
ambos sexos;de 20 a 24;industria;1996TI;23,31
ambos sexos;de 20 a 24;construcción;2001TIV;14,38
ambos sexos;de 20 a 24;construcción;2001TIII;14,89
ambos sexos;de 20 a 24;construcción;2001TII;18,09
ambos sexos;de 20 a 24;construcción;2001TI;17,57
ambos sexos;de 20 a 24;construcción;2000TIV;17,76
ambos sexos;de 20 a 24;construcción;2000TIII;16,70
ambos sexos;de 20 a 24;construcción;2000TII;15,14
ambos sexos;de 20 a 24;construcción;2000TI;14,56
ambos sexos;de 20 a 24;construcción;1999TIV;13,79
ambos sexos;de 20 a 24;construcción;1999TIII;14,41
ambos sexos;de 20 a 24;construcción;1999TII;15,47
ambos sexos;de 20 a 24;construcción;1999TI;14,29
ambos sexos;de 20 a 24;construcción;1998TIV;12,72
ambos sexos;de 20 a 24;construcción;1998TIII;14,95
ambos sexos;de 20 a 24;construcción;1998TII;16,94
ambos sexos;de 20 a 24;construcción;1998TI;14,79
ambos sexos;de 20 a 24;construcción;1997TIV;13,17
ambos sexos;de 20 a 24;construcción;1997TIII;14,32
ambos sexos;de 20 a 24;construcción;1997TII;14,38
ambos sexos;de 20 a 24;construcción;1997TI;13,49
ambos sexos;de 20 a 24;construcción;1996TIV;13,75
ambos sexos;de 20 a 24;construcción;1996TIII;14,77
ambos sexos;de 20 a 24;construcción;1996TII;14,03
ambos sexos;de 20 a 24;construcción;1996TI;15,81
ambos sexos;de 20 a 24;servicios;2001TIV;19,28
ambos sexos;de 20 a 24;servicios;2001TIII;20,14
ambos sexos;de 20 a 24;servicios;2001TII;19,12
ambos sexos;de 20 a 24;servicios;2001TI;19,27
ambos sexos;de 20 a 24;servicios;2000TIV;18,82
ambos sexos;de 20 a 24;servicios;2000TIII;19,46
ambos sexos;de 20 a 24;servicios;2000TII;17,84
ambos sexos;de 20 a 24;servicios;2000TI;18,86
ambos sexos;de 20 a 24;servicios;1999TIV;18,56
ambos sexos;de 20 a 24;servicios;1999TIII;18,28
ambos sexos;de 20 a 24;servicios;1999TII;18,89
ambos sexos;de 20 a 24;servicios;1999TI;20,21
ambos sexos;de 20 a 24;servicios;1998TIV;19,91
ambos sexos;de 20 a 24;servicios;1998TIII;19,75
ambos sexos;de 20 a 24;servicios;1998TII;20,21
ambos sexos;de 20 a 24;servicios;1998TI;20,77
ambos sexos;de 20 a 24;servicios;1997TIV;20,51
ambos sexos;de 20 a 24;servicios;1997TIII;20,49
ambos sexos;de 20 a 24;servicios;1997TII;20,49
ambos sexos;de 20 a 24;servicios;1997TI;20,59
ambos sexos;de 20 a 24;servicios;1996TIV;20,14
ambos sexos;de 20 a 24;servicios;1996TIII;21,72
ambos sexos;de 20 a 24;servicios;1996TII;21,02
ambos sexos;de 20 a 24;servicios;1996TI;21,46
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIV;20,45
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIII;21,60
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TII;19,62
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TI;19,42
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIV;20,90
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIII;20,58
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TII;18,91
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TI;19,94
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIV;21,00
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIII;22,90
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TII;21,47
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TI;21,55
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIV;22,46
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIII;22,68
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TII;21,79
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TI;21,62
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TIV;22,42
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TIII;21,73
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TII;21,50
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1997TI;22,82
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TIV;23,74
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TIII;23,74
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TII;23,47
ambos sexos;de 20 a 24;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1996TI;24,44
ambos sexos;de 25 a 54;Total;2001TIV;67,30
ambos sexos;de 25 a 54;Total;2001TIII;66,09
ambos sexos;de 25 a 54;Total;2001TII;67,34
ambos sexos;de 25 a 54;Total;2001TI;68,02
ambos sexos;de 25 a 54;Total;2000TIV;67,26
ambos sexos;de 25 a 54;Total;2000TIII;67,06
ambos sexos;de 25 a 54;Total;2000TII;67,93
ambos sexos;de 25 a 54;Total;2000TI;67,46
ambos sexos;de 25 a 54;Total;1999TIV;67,14
ambos sexos;de 25 a 54;Total;1999TIII;66,77
ambos sexos;de 25 a 54;Total;1999TII;67,45
ambos sexos;de 25 a 54;Total;1999TI;67,28
ambos sexos;de 25 a 54;Total;1998TIV;66,91
ambos sexos;de 25 a 54;Total;1998TIII;66,70
ambos sexos;de 25 a 54;Total;1998TII;67,11
ambos sexos;de 25 a 54;Total;1998TI;66,95
ambos sexos;de 25 a 54;Total;1997TIV;66,61
ambos sexos;de 25 a 54;Total;1997TIII;65,98
ambos sexos;de 25 a 54;Total;1997TII;66,56
ambos sexos;de 25 a 54;Total;1997TI;66,01
ambos sexos;de 25 a 54;Total;1996TIV;65,38
ambos sexos;de 25 a 54;Total;1996TIII;64,53
ambos sexos;de 25 a 54;Total;1996TII;65,85
ambos sexos;de 25 a 54;Total;1996TI;65,33
ambos sexos;de 25 a 54;agricultura;2001TIV;67,42
ambos sexos;de 25 a 54;agricultura;2001TIII;71,26
ambos sexos;de 25 a 54;agricultura;2001TII;70,21
ambos sexos;de 25 a 54;agricultura;2001TI;70,17
ambos sexos;de 25 a 54;agricultura;2000TIV;70,01
ambos sexos;de 25 a 54;agricultura;2000TIII;70,24
ambos sexos;de 25 a 54;agricultura;2000TII;69,49
ambos sexos;de 25 a 54;agricultura;2000TI;70,15
ambos sexos;de 25 a 54;agricultura;1999TIV;67,30
ambos sexos;de 25 a 54;agricultura;1999TIII;70,02
ambos sexos;de 25 a 54;agricultura;1999TII;70,21
ambos sexos;de 25 a 54;agricultura;1999TI;72,56
ambos sexos;de 25 a 54;agricultura;1998TIV;71,11
ambos sexos;de 25 a 54;agricultura;1998TIII;71,15
ambos sexos;de 25 a 54;agricultura;1998TII;71,53
ambos sexos;de 25 a 54;agricultura;1998TI;70,54
ambos sexos;de 25 a 54;agricultura;1997TIV;70,83
ambos sexos;de 25 a 54;agricultura;1997TIII;67,72
ambos sexos;de 25 a 54;agricultura;1997TII;67,46
ambos sexos;de 25 a 54;agricultura;1997TI;68,18
ambos sexos;de 25 a 54;agricultura;1996TIV;67,64
ambos sexos;de 25 a 54;agricultura;1996TIII;67,04
ambos sexos;de 25 a 54;agricultura;1996TII;68,63
ambos sexos;de 25 a 54;agricultura;1996TI;67,70
ambos sexos;de 25 a 54;industria;2001TIV;67,98
ambos sexos;de 25 a 54;industria;2001TIII;65,68
ambos sexos;de 25 a 54;industria;2001TII;70,21
ambos sexos;de 25 a 54;industria;2001TI;66,08
ambos sexos;de 25 a 54;industria;2000TIV;66,21
ambos sexos;de 25 a 54;industria;2000TIII;65,76
ambos sexos;de 25 a 54;industria;2000TII;65,77
ambos sexos;de 25 a 54;industria;2000TI;64,11
ambos sexos;de 25 a 54;industria;1999TIV;65,02
ambos sexos;de 25 a 54;industria;1999TIII;68,96
ambos sexos;de 25 a 54;industria;1999TII;69,25
ambos sexos;de 25 a 54;industria;1999TI;68,33
ambos sexos;de 25 a 54;industria;1998TIV;71,20
ambos sexos;de 25 a 54;industria;1998TIII;69,76
ambos sexos;de 25 a 54;industria;1998TII;68,10
ambos sexos;de 25 a 54;industria;1998TI;66,77
ambos sexos;de 25 a 54;industria;1997TIV;69,10
ambos sexos;de 25 a 54;industria;1997TIII;68,61
ambos sexos;de 25 a 54;industria;1997TII;70,00
ambos sexos;de 25 a 54;industria;1997TI;68,00
ambos sexos;de 25 a 54;industria;1996TIV;66,34
ambos sexos;de 25 a 54;industria;1996TIII;65,65
ambos sexos;de 25 a 54;industria;1996TII;65,77
ambos sexos;de 25 a 54;industria;1996TI;64,60
ambos sexos;de 25 a 54;construcción;2001TIV;72,67
ambos sexos;de 25 a 54;construcción;2001TIII;73,77
ambos sexos;de 25 a 54;construcción;2001TII;70,23
ambos sexos;de 25 a 54;construcción;2001TI;70,84
ambos sexos;de 25 a 54;construcción;2000TIV;68,45
ambos sexos;de 25 a 54;construcción;2000TIII;68,70
ambos sexos;de 25 a 54;construcción;2000TII;71,38
ambos sexos;de 25 a 54;construcción;2000TI;73,34
ambos sexos;de 25 a 54;construcción;1999TIV;74,85
ambos sexos;de 25 a 54;construcción;1999TIII;73,02
ambos sexos;de 25 a 54;construcción;1999TII;72,44
ambos sexos;de 25 a 54;construcción;1999TI;73,45
ambos sexos;de 25 a 54;construcción;1998TIV;72,60
ambos sexos;de 25 a 54;construcción;1998TIII;74,52
ambos sexos;de 25 a 54;construcción;1998TII;72,21
ambos sexos;de 25 a 54;construcción;1998TI;74,39
ambos sexos;de 25 a 54;construcción;1997TIV;76,73
ambos sexos;de 25 a 54;construcción;1997TIII;74,50
ambos sexos;de 25 a 54;construcción;1997TII;74,91
ambos sexos;de 25 a 54;construcción;1997TI;75,67
ambos sexos;de 25 a 54;construcción;1996TIV;76,37
ambos sexos;de 25 a 54;construcción;1996TIII;75,88
ambos sexos;de 25 a 54;construcción;1996TII;75,99
ambos sexos;de 25 a 54;construcción;1996TI;74,88
ambos sexos;de 25 a 54;servicios;2001TIV;71,66
ambos sexos;de 25 a 54;servicios;2001TIII;69,69
ambos sexos;de 25 a 54;servicios;2001TII;70,53
ambos sexos;de 25 a 54;servicios;2001TI;70,91
ambos sexos;de 25 a 54;servicios;2000TIV;71,67
ambos sexos;de 25 a 54;servicios;2000TIII;71,78
ambos sexos;de 25 a 54;servicios;2000TII;73,00
ambos sexos;de 25 a 54;servicios;2000TI;71,61
ambos sexos;de 25 a 54;servicios;1999TIV;71,98
ambos sexos;de 25 a 54;servicios;1999TIII;72,61
ambos sexos;de 25 a 54;servicios;1999TII;72,14
ambos sexos;de 25 a 54;servicios;1999TI;70,81
ambos sexos;de 25 a 54;servicios;1998TIV;71,33
ambos sexos;de 25 a 54;servicios;1998TIII;71,15
ambos sexos;de 25 a 54;servicios;1998TII;71,81
ambos sexos;de 25 a 54;servicios;1998TI;70,98
ambos sexos;de 25 a 54;servicios;1997TIV;70,83
ambos sexos;de 25 a 54;servicios;1997TIII;70,80
ambos sexos;de 25 a 54;servicios;1997TII;70,53
ambos sexos;de 25 a 54;servicios;1997TI;70,79
ambos sexos;de 25 a 54;servicios;1996TIV;70,83
ambos sexos;de 25 a 54;servicios;1996TIII;69,48
ambos sexos;de 25 a 54;servicios;1996TII;70,75
ambos sexos;de 25 a 54;servicios;1996TI;70,27
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIV;59,80
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TIII;58,35
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TII;60,79
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2001TI;63,54
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIV;61,90
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TIII;61,95
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TII;62,78
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;2000TI;62,72
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIV;62,06
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TIII;60,05
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TII;62,00
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1999TI;62,16
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIV;61,18
ambos sexos;de 25 a 54;parados que buscan primer empleo o han dejado su último empleo hace 3 años o más;1998TIII;61,12
