Sexo;Grupo de edad (5);Periodo;Total
varones;de 55 y más años;1979TIV;1.820,0
varones;de 55 y más años;1979TIII;1.796,6
varones;de 55 y más años;1979TII;1.772,2
varones;de 55 y más años;1979TI;1.756,2
varones;de 55 y más años;1978TIV;1.728,8
varones;de 55 y más años;1978TIII;1.704,0
varones;de 55 y más años;1978TII;1.688,6
varones;de 55 y más años;1978TI;1.670,6
varones;de 55 y más años;1977TIV;1.644,9
varones;de 55 y más años;1977TIII;1.621,4
varones;de 55 y más años;1977TII;1.601,1
varones;de 55 y más años;1977TI;1.590,0
varones;de 55 y más años;1976TIV;1.555,7
varones;de 55 y más años;1976TIII;1.527,7
mujeres;total;1995TIV;10.226,3
mujeres;total;1995TIII;10.208,5
mujeres;total;1995TII;10.238,6
mujeres;total;1995TI;10.219,3
mujeres;total;1994TIV;10.209,9
mujeres;total;1994TIII;10.213,3
mujeres;total;1994TII;10.216,3
mujeres;total;1994TI;10.253,7
mujeres;total;1993TIV;10.233,3
mujeres;total;1993TIII;10.265,8
mujeres;total;1993TII;10.320,6
mujeres;total;1993TI;10.335,5
mujeres;total;1992TIV;10.299,4
mujeres;total;1992TIII;10.319,1
mujeres;total;1992TII;10.310,3
mujeres;total;1992TI;10.299,1
mujeres;total;1991TIV;10.310,6
mujeres;total;1991TIII;10.294,5
mujeres;total;1991TII;10.356,2
mujeres;total;1991TI;10.321,6
mujeres;total;1990TIV;10.291,7
mujeres;total;1990TIII;10.319,0
mujeres;total;1990TII;10.325,3
mujeres;total;1990TI;10.325,3
mujeres;total;1989TIV;10.338,9
mujeres;total;1989TIII;10.322,6
mujeres;total;1989TII;10.324,3
mujeres;total;1989TI;10.298,8
mujeres;total;1988TIV;10.295,0
mujeres;total;1988TIII;10.192,7
mujeres;total;1988TII;10.223,2
mujeres;total;1988TI;10.134,3
mujeres;total;1987TIV;10.150,1
mujeres;total;1987TIII;10.172,9
mujeres;total;1987TII;10.296,9
mujeres;total;1987TI;10.528,6
mujeres;total;1986TIV;10.561,6
mujeres;total;1986TIII;10.590,4
mujeres;total;1986TII;10.602,5
mujeres;total;1986TI;10.567,4
mujeres;total;1985TIV;10.537,9
mujeres;total;1985TIII;10.555,6
mujeres;total;1985TII;10.539,1
mujeres;total;1985TI;10.458,1
mujeres;total;1984TIV;10.430,0
mujeres;total;1984TIII;10.425,5
mujeres;total;1984TII;10.422,7
mujeres;total;1984TI;10.329,9
mujeres;total;1983TIV;10.270,1
mujeres;total;1983TIII;10.265,2
mujeres;total;1983TII;10.298,5
mujeres;total;1983TI;10.265,5
mujeres;total;1982TIV;10.230,4
mujeres;total;1982TIII;10.226,1
mujeres;total;1982TII;10.281,7
mujeres;total;1982TI;10.255,9
mujeres;total;1981TIV;10.196,5
mujeres;total;1981TIII;10.204,6
mujeres;total;1981TII;10.187,3
mujeres;total;1981TI;10.129,4
mujeres;total;1980TIV;10.054,5
mujeres;total;1980TIII;10.034,7
mujeres;total;1980TII;9.988,8
mujeres;total;1980TI;9.900,0
mujeres;total;1979TIV;9.865,9
mujeres;total;1979TIII;9.846,1
mujeres;total;1979TII;9.852,0
mujeres;total;1979TI;9.763,7
mujeres;total;1978TIV;9.750,4
mujeres;total;1978TIII;9.747,6
mujeres;total;1978TII;9.721,4
mujeres;total;1978TI;9.635,9
mujeres;total;1977TIV;9.603,4
mujeres;total;1977TIII;9.624,5
mujeres;total;1977TII;9.631,0
mujeres;total;1977TI;9.523,4
mujeres;total;1976TIV;9.469,4
mujeres;total;1976TIII;9.421,2
mujeres;de 16 a 19 años;1995TIV;964,4
mujeres;de 16 a 19 años;1995TIII;941,0
mujeres;de 16 a 19 años;1995TII;961,4
mujeres;de 16 a 19 años;1995TI;957,3
mujeres;de 16 a 19 años;1994TIV;960,8
mujeres;de 16 a 19 años;1994TIII;946,0
mujeres;de 16 a 19 años;1994TII;961,8
mujeres;de 16 a 19 años;1994TI;962,4
mujeres;de 16 a 19 años;1993TIV;953,9
mujeres;de 16 a 19 años;1993TIII;943,7
mujeres;de 16 a 19 años;1993TII;968,3
mujeres;de 16 a 19 años;1993TI;969,0
mujeres;de 16 a 19 años;1992TIV;958,8
mujeres;de 16 a 19 años;1992TIII;942,1
mujeres;de 16 a 19 años;1992TII;963,0
mujeres;de 16 a 19 años;1992TI;950,5
mujeres;de 16 a 19 años;1991TIV;959,8
mujeres;de 16 a 19 años;1991TIII;935,0
mujeres;de 16 a 19 años;1991TII;948,4
mujeres;de 16 a 19 años;1991TI;935,6
mujeres;de 16 a 19 años;1990TIV;906,9
mujeres;de 16 a 19 años;1990TIII;887,5
mujeres;de 16 a 19 años;1990TII;891,8
mujeres;de 16 a 19 años;1990TI;893,8
mujeres;de 16 a 19 años;1989TIV;897,3
mujeres;de 16 a 19 años;1989TIII;869,6
mujeres;de 16 a 19 años;1989TII;869,1
mujeres;de 16 a 19 años;1989TI;850,1
mujeres;de 16 a 19 años;1988TIV;836,5
mujeres;de 16 a 19 años;1988TIII;806,6
mujeres;de 16 a 19 años;1988TII;818,4
mujeres;de 16 a 19 años;1988TI;808,8
mujeres;de 16 a 19 años;1987TIV;799,7
mujeres;de 16 a 19 años;1987TIII;793,3
mujeres;de 16 a 19 años;1987TII;803,3
mujeres;de 16 a 19 años;1987TI;856,4
mujeres;de 16 a 19 años;1986TIV;867,6
mujeres;de 16 a 19 años;1986TIII;880,0
mujeres;de 16 a 19 años;1986TII;884,0
mujeres;de 16 a 19 años;1986TI;874,7
mujeres;de 16 a 19 años;1985TIV;868,7
mujeres;de 16 a 19 años;1985TIII;865,5
mujeres;de 16 a 19 años;1985TII;870,6
mujeres;de 16 a 19 años;1985TI;851,6
mujeres;de 16 a 19 años;1984TIV;841,0
mujeres;de 16 a 19 años;1984TIII;833,5
mujeres;de 16 a 19 años;1984TII;852,6
mujeres;de 16 a 19 años;1984TI;836,3
mujeres;de 16 a 19 años;1983TIV;828,1
mujeres;de 16 a 19 años;1983TIII;820,5
mujeres;de 16 a 19 años;1983TII;833,1
mujeres;de 16 a 19 años;1983TI;823,8
mujeres;de 16 a 19 años;1982TIV;804,5
mujeres;de 16 a 19 años;1982TIII;801,7
mujeres;de 16 a 19 años;1982TII;812,8
mujeres;de 16 a 19 años;1982TI;803,4
mujeres;de 16 a 19 años;1981TIV;783,5
mujeres;de 16 a 19 años;1981TIII;773,6
mujeres;de 16 a 19 años;1981TII;781,2
mujeres;de 16 a 19 años;1981TI;768,5
mujeres;de 16 a 19 años;1980TIV;752,7
mujeres;de 16 a 19 años;1980TIII;750,7
mujeres;de 16 a 19 años;1980TII;733,6
mujeres;de 16 a 19 años;1980TI;711,8
mujeres;de 16 a 19 años;1979TIV;702,5
mujeres;de 16 a 19 años;1979TIII;690,5
mujeres;de 16 a 19 años;1979TII;696,9
mujeres;de 16 a 19 años;1979TI;672,5
mujeres;de 16 a 19 años;1978TIV;660,5
mujeres;de 16 a 19 años;1978TIII;652,0
mujeres;de 16 a 19 años;1978TII;663,5
mujeres;de 16 a 19 años;1978TI;642,6
mujeres;de 16 a 19 años;1977TIV;634,0
mujeres;de 16 a 19 años;1977TIII;618,8
mujeres;de 16 a 19 años;1977TII;635,0
mujeres;de 16 a 19 años;1977TI;618,8
mujeres;de 16 a 19 años;1976TIV;604,1
mujeres;de 16 a 19 años;1976TIII;606,0
mujeres;de 20 a 24 años;1995TIV;682,0
mujeres;de 20 a 24 años;1995TIII;669,2
mujeres;de 20 a 24 años;1995TII;683,0
mujeres;de 20 a 24 años;1995TI;677,8
mujeres;de 20 a 24 años;1994TIV;664,1
mujeres;de 20 a 24 años;1994TIII;662,9
mujeres;de 20 a 24 años;1994TII;668,5
mujeres;de 20 a 24 años;1994TI;671,1
mujeres;de 20 a 24 años;1993TIV;670,2
mujeres;de 20 a 24 años;1993TIII;667,4
mujeres;de 20 a 24 años;1993TII;696,4
mujeres;de 20 a 24 años;1993TI;687,9
mujeres;de 20 a 24 años;1992TIV;666,5
mujeres;de 20 a 24 años;1992TIII;664,5
mujeres;de 20 a 24 años;1992TII;660,4
mujeres;de 20 a 24 años;1992TI;654,5
mujeres;de 20 a 24 años;1991TIV;624,3
mujeres;de 20 a 24 años;1991TIII;614,6
mujeres;de 20 a 24 años;1991TII;641,6
mujeres;de 20 a 24 años;1991TI;637,4
mujeres;de 20 a 24 años;1990TIV;616,7
mujeres;de 20 a 24 años;1990TIII;616,5
mujeres;de 20 a 24 años;1990TII;616,6
mujeres;de 20 a 24 años;1990TI;622,5
mujeres;de 20 a 24 años;1989TIV;609,2
mujeres;de 20 a 24 años;1989TIII;607,2
mujeres;de 20 a 24 años;1989TII;615,0
mujeres;de 20 a 24 años;1989TI;595,4
mujeres;de 20 a 24 años;1988TIV;590,6
mujeres;de 20 a 24 años;1988TIII;571,3
mujeres;de 20 a 24 años;1988TII;607,4
mujeres;de 20 a 24 años;1988TI;608,0
mujeres;de 20 a 24 años;1987TIV;613,2
mujeres;de 20 a 24 años;1987TIII;609,3
mujeres;de 20 a 24 años;1987TII;640,4
mujeres;de 20 a 24 años;1987TI;684,4
mujeres;de 20 a 24 años;1986TIV;698,5
mujeres;de 20 a 24 años;1986TIII;701,5
mujeres;de 20 a 24 años;1986TII;720,6
mujeres;de 20 a 24 años;1986TI;717,3
mujeres;de 20 a 24 años;1985TIV;707,5
mujeres;de 20 a 24 años;1985TIII;719,9
mujeres;de 20 a 24 años;1985TII;718,0
mujeres;de 20 a 24 años;1985TI;699,1
mujeres;de 20 a 24 años;1984TIV;682,7
mujeres;de 20 a 24 años;1984TIII;696,9
mujeres;de 20 a 24 años;1984TII;696,3
mujeres;de 20 a 24 años;1984TI;673,1
mujeres;de 20 a 24 años;1983TIV;673,5
mujeres;de 20 a 24 años;1983TIII;672,3
mujeres;de 20 a 24 años;1983TII;691,0
mujeres;de 20 a 24 años;1983TI;674,3
mujeres;de 20 a 24 años;1982TIV;666,5
mujeres;de 20 a 24 años;1982TIII;668,8
mujeres;de 20 a 24 años;1982TII;685,5
mujeres;de 20 a 24 años;1982TI;680,5
mujeres;de 20 a 24 años;1981TIV;664,7
mujeres;de 20 a 24 años;1981TIII;671,0
mujeres;de 20 a 24 años;1981TII;665,1
mujeres;de 20 a 24 años;1981TI;666,4
mujeres;de 20 a 24 años;1980TIV;645,5
mujeres;de 20 a 24 años;1980TIII;642,9
mujeres;de 20 a 24 años;1980TII;657,1
mujeres;de 20 a 24 años;1980TI;643,8
mujeres;de 20 a 24 años;1979TIV;627,9
mujeres;de 20 a 24 años;1979TIII;617,2
mujeres;de 20 a 24 años;1979TII;631,1
mujeres;de 20 a 24 años;1979TI;628,4
mujeres;de 20 a 24 años;1978TIV;622,4
mujeres;de 20 a 24 años;1978TIII;611,6
mujeres;de 20 a 24 años;1978TII;618,1
mujeres;de 20 a 24 años;1978TI;612,9
mujeres;de 20 a 24 años;1977TIV;604,6
mujeres;de 20 a 24 años;1977TIII;608,9
mujeres;de 20 a 24 años;1977TII;616,7
mujeres;de 20 a 24 años;1977TI;599,8
mujeres;de 20 a 24 años;1976TIV;596,8
mujeres;de 20 a 24 años;1976TIII;592,8
mujeres;de 25 a 54 años;1995TIV;3.509,8
mujeres;de 25 a 54 años;1995TIII;3.536,9
mujeres;de 25 a 54 años;1995TII;3.543,0
mujeres;de 25 a 54 años;1995TI;3.542,8
mujeres;de 25 a 54 años;1994TIV;3.540,1
mujeres;de 25 a 54 años;1994TIII;3.579,4
mujeres;de 25 a 54 años;1994TII;3.576,5
mujeres;de 25 a 54 años;1994TI;3.617,3
mujeres;de 25 a 54 años;1993TIV;3.631,3
mujeres;de 25 a 54 años;1993TIII;3.687,2
mujeres;de 25 a 54 años;1993TII;3.716,1
mujeres;de 25 a 54 años;1993TI;3.751,8
mujeres;de 25 a 54 años;1992TIV;3.758,7
mujeres;de 25 a 54 años;1992TIII;3.806,5
mujeres;de 25 a 54 años;1992TII;3.789,2
mujeres;de 25 a 54 años;1992TI;3.809,0
mujeres;de 25 a 54 años;1991TIV;3.841,8
mujeres;de 25 a 54 años;1991TIII;3.861,3
mujeres;de 25 a 54 años;1991TII;3.900,6
mujeres;de 25 a 54 años;1991TI;3.900,6
mujeres;de 25 a 54 años;1990TIV;3.908,3
mujeres;de 25 a 54 años;1990TIII;3.972,1
mujeres;de 25 a 54 años;1990TII;3.996,1
mujeres;de 25 a 54 años;1990TI;4.016,1
mujeres;de 25 a 54 años;1989TIV;4.050,3
mujeres;de 25 a 54 años;1989TIII;4.093,4
mujeres;de 25 a 54 años;1989TII;4.115,0
mujeres;de 25 a 54 años;1989TI;4.149,4
mujeres;de 25 a 54 años;1988TIV;4.199,0
mujeres;de 25 a 54 años;1988TIII;4.179,1
mujeres;de 25 a 54 años;1988TII;4.181,4
mujeres;de 25 a 54 años;1988TI;4.135,8
mujeres;de 25 a 54 años;1987TIV;4.179,5
mujeres;de 25 a 54 años;1987TIII;4.231,4
mujeres;de 25 a 54 años;1987TII;4.335,1
mujeres;de 25 a 54 años;1987TI;4.479,1
mujeres;de 25 a 54 años;1986TIV;4.514,8
mujeres;de 25 a 54 años;1986TIII;4.568,2
mujeres;de 25 a 54 años;1986TII;4.591,9
mujeres;de 25 a 54 años;1986TI;4.597,1
mujeres;de 25 a 54 años;1985TIV;4.616,0
mujeres;de 25 a 54 años;1985TIII;4.646,2
mujeres;de 25 a 54 años;1985TII;4.655,8
mujeres;de 25 a 54 años;1985TI;4.634,7
mujeres;de 25 a 54 años;1984TIV;4.656,2
mujeres;de 25 a 54 años;1984TIII;4.673,6
mujeres;de 25 a 54 años;1984TII;4.680,3
mujeres;de 25 a 54 años;1984TI;4.667,1
mujeres;de 25 a 54 años;1983TIV;4.650,3
mujeres;de 25 a 54 años;1983TIII;4.679,4
mujeres;de 25 a 54 años;1983TII;4.702,3
mujeres;de 25 a 54 años;1983TI;4.707,4
mujeres;de 25 a 54 años;1982TIV;4.722,6
mujeres;de 25 a 54 años;1982TIII;4.743,4
mujeres;de 25 a 54 años;1982TII;4.789,7
mujeres;de 25 a 54 años;1982TI;4.796,0
mujeres;de 25 a 54 años;1981TIV;4.804,5
mujeres;de 25 a 54 años;1981TIII;4.847,6
mujeres;de 25 a 54 años;1981TII;4.855,1
mujeres;de 25 a 54 años;1981TI;4.838,1
mujeres;de 25 a 54 años;1980TIV;4.800,8
mujeres;de 25 a 54 años;1980TIII;4.804,7
mujeres;de 25 a 54 años;1980TII;4.788,6
mujeres;de 25 a 54 años;1980TI;4.761,1
mujeres;de 25 a 54 años;1979TIV;4.774,7
mujeres;de 25 a 54 años;1979TIII;4.798,7
mujeres;de 25 a 54 años;1979TII;4.812,1
mujeres;de 25 a 54 años;1979TI;4.783,9
mujeres;de 25 a 54 años;1978TIV;4.822,1
mujeres;de 25 a 54 años;1978TIII;4.843,9
mujeres;de 25 a 54 años;1978TII;4.822,4
mujeres;de 25 a 54 años;1978TI;4.781,0
mujeres;de 25 a 54 años;1977TIV;4.787,3
mujeres;de 25 a 54 años;1977TIII;4.836,5
mujeres;de 25 a 54 años;1977TII;4.830,0
mujeres;de 25 a 54 años;1977TI;4.795,4
mujeres;de 25 a 54 años;1976TIV;4.796,2
mujeres;de 25 a 54 años;1976TIII;4.783,6
mujeres;de 55 y más años;1995TIV;5.070,1
mujeres;de 55 y más años;1995TIII;5.061,4
mujeres;de 55 y más años;1995TII;5.051,4
mujeres;de 55 y más años;1995TI;5.041,5
mujeres;de 55 y más años;1994TIV;5.044,8
mujeres;de 55 y más años;1994TIII;5.024,9
mujeres;de 55 y más años;1994TII;5.009,4
mujeres;de 55 y más años;1994TI;5.002,9
mujeres;de 55 y más años;1993TIV;4.978,0
mujeres;de 55 y más años;1993TIII;4.967,5
mujeres;de 55 y más años;1993TII;4.939,8
mujeres;de 55 y más años;1993TI;4.926,8
mujeres;de 55 y más años;1992TIV;4.915,4
mujeres;de 55 y más años;1992TIII;4.906,0
mujeres;de 55 y más años;1992TII;4.897,8
mujeres;de 55 y más años;1992TI;4.885,1
mujeres;de 55 y más años;1991TIV;4.884,7
mujeres;de 55 y más años;1991TIII;4.883,6
mujeres;de 55 y más años;1991TII;4.865,6
mujeres;de 55 y más años;1991TI;4.848,1
mujeres;de 55 y más años;1990TIV;4.859,8
mujeres;de 55 y más años;1990TIII;4.842,9
mujeres;de 55 y más años;1990TII;4.820,8
mujeres;de 55 y más años;1990TI;4.793,0
mujeres;de 55 y más años;1989TIV;4.782,0
mujeres;de 55 y más años;1989TIII;4.752,4
mujeres;de 55 y más años;1989TII;4.725,3
mujeres;de 55 y más años;1989TI;4.703,9
mujeres;de 55 y más años;1988TIV;4.668,9
mujeres;de 55 y más años;1988TIII;4.635,7
mujeres;de 55 y más años;1988TII;4.616,0
mujeres;de 55 y más años;1988TI;4.581,6
mujeres;de 55 y más años;1987TIV;4.557,7
mujeres;de 55 y más años;1987TIII;4.538,9
mujeres;de 55 y más años;1987TII;4.518,1
mujeres;de 55 y más años;1987TI;4.508,6
mujeres;de 55 y más años;1986TIV;4.480,7
mujeres;de 55 y más años;1986TIII;4.440,7
mujeres;de 55 y más años;1986TII;4.405,9
mujeres;de 55 y más años;1986TI;4.378,2
mujeres;de 55 y más años;1985TIV;4.345,8
mujeres;de 55 y más años;1985TIII;4.324,2
mujeres;de 55 y más años;1985TII;4.294,8
mujeres;de 55 y más años;1985TI;4.272,7
mujeres;de 55 y más años;1984TIV;4.250,1
mujeres;de 55 y más años;1984TIII;4.221,5
mujeres;de 55 y más años;1984TII;4.193,5
mujeres;de 55 y más años;1984TI;4.153,3
mujeres;de 55 y más años;1983TIV;4.118,3
mujeres;de 55 y más años;1983TIII;4.093,0
mujeres;de 55 y más años;1983TII;4.072,1
mujeres;de 55 y más años;1983TI;4.060,1
mujeres;de 55 y más años;1982TIV;4.036,8
mujeres;de 55 y más años;1982TIII;4.012,3
mujeres;de 55 y más años;1982TII;3.993,7
mujeres;de 55 y más años;1982TI;3.976,1
mujeres;de 55 y más años;1981TIV;3.943,8
mujeres;de 55 y más años;1981TIII;3.912,4
mujeres;de 55 y más años;1981TII;3.885,8
mujeres;de 55 y más años;1981TI;3.856,4
mujeres;de 55 y más años;1980TIV;3.855,5
mujeres;de 55 y más años;1980TIII;3.836,4
mujeres;de 55 y más años;1980TII;3.809,6
mujeres;de 55 y más años;1980TI;3.783,3
mujeres;de 55 y más años;1979TIV;3.760,8
mujeres;de 55 y más años;1979TIII;3.739,7
mujeres;de 55 y más años;1979TII;3.711,9
mujeres;de 55 y más años;1979TI;3.678,9
mujeres;de 55 y más años;1978TIV;3.645,4
mujeres;de 55 y más años;1978TIII;3.640,2
mujeres;de 55 y más años;1978TII;3.617,3
mujeres;de 55 y más años;1978TI;3.599,4
mujeres;de 55 y más años;1977TIV;3.577,5
mujeres;de 55 y más años;1977TIII;3.560,2
mujeres;de 55 y más años;1977TII;3.549,2
mujeres;de 55 y más años;1977TI;3.509,5
mujeres;de 55 y más años;1976TIV;3.472,3
mujeres;de 55 y más años;1976TIII;3.438,7
