Tipo de sector;Sexo;Unidad;Periodo;Total
Total;Mujeres;Porcentaje;2025T1;100
Total;Mujeres;Porcentaje;2024T4;100
Total;Mujeres;Porcentaje;2024T3;100
Total;Mujeres;Porcentaje;2024T2;100
Total;Mujeres;Porcentaje;2024T1;100
Total;Mujeres;Porcentaje;2023T4;100
Total;Mujeres;Porcentaje;2023T3;100
Total;Mujeres;Porcentaje;2023T2;100
Total;Mujeres;Porcentaje;2023T1;100
Total;Mujeres;Porcentaje;2022T4;100
Total;Mujeres;Porcentaje;2022T3;100
Total;Mujeres;Porcentaje;2022T2;100
Total;Mujeres;Porcentaje;2022T1;100
Total;Mujeres;Porcentaje;2021T4;100
Total;Mujeres;Porcentaje;2021T3;100
Total;Mujeres;Porcentaje;2021T2;100
Total;Mujeres;Porcentaje;2021T1;100
Total;Mujeres;Porcentaje;2020T4;100
Total;Mujeres;Porcentaje;2020T3;100
Total;Mujeres;Porcentaje;2020T2;100
Total;Mujeres;Porcentaje;2020T1;100
Total;Mujeres;Porcentaje;2019T4;100
Total;Mujeres;Porcentaje;2019T3;100
Total;Mujeres;Porcentaje;2019T2;100
Total;Mujeres;Porcentaje;2019T1;100
Total;Mujeres;Porcentaje;2018T4;100
Total;Mujeres;Porcentaje;2018T3;100
Total;Mujeres;Porcentaje;2018T2;100
Total;Mujeres;Porcentaje;2018T1;100
Total;Mujeres;Porcentaje;2017T4;100
Total;Mujeres;Porcentaje;2017T3;100
Total;Mujeres;Porcentaje;2017T2;100
Total;Mujeres;Porcentaje;2017T1;100
Total;Mujeres;Porcentaje;2016T4;100
Total;Mujeres;Porcentaje;2016T3;100
Total;Mujeres;Porcentaje;2016T2;100
Total;Mujeres;Porcentaje;2016T1;100
Total;Mujeres;Porcentaje;2015T4;100
Total;Mujeres;Porcentaje;2015T3;100
Total;Mujeres;Porcentaje;2015T2;100
Total;Mujeres;Porcentaje;2015T1;100
Total;Mujeres;Porcentaje;2014T4;100
Total;Mujeres;Porcentaje;2014T3;100
Total;Mujeres;Porcentaje;2014T2;100
Total;Mujeres;Porcentaje;2014T1;100
Total;Mujeres;Porcentaje;2013T4;100
Total;Mujeres;Porcentaje;2013T3;100
Total;Mujeres;Porcentaje;2013T2;100
Total;Mujeres;Porcentaje;2013T1;100
Total;Mujeres;Porcentaje;2012T4;100
Total;Mujeres;Porcentaje;2012T3;100
Total;Mujeres;Porcentaje;2012T2;100
Total;Mujeres;Porcentaje;2012T1;100
Total;Mujeres;Porcentaje;2011T4;100
Total;Mujeres;Porcentaje;2011T3;100
Total;Mujeres;Porcentaje;2011T2;100
Total;Mujeres;Porcentaje;2011T1;100
Total;Mujeres;Porcentaje;2010T4;100
Total;Mujeres;Porcentaje;2010T3;100
Total;Mujeres;Porcentaje;2010T2;100
Total;Mujeres;Porcentaje;2010T1;100
Total;Mujeres;Porcentaje;2009T4;100
Total;Mujeres;Porcentaje;2009T3;100
Total;Mujeres;Porcentaje;2009T2;100
Total;Mujeres;Porcentaje;2009T1;100
Total;Mujeres;Porcentaje;2008T4;100
Total;Mujeres;Porcentaje;2008T3;100
Total;Mujeres;Porcentaje;2008T2;100
Total;Mujeres;Porcentaje;2008T1;100
Total;Mujeres;Porcentaje;2007T4;100
Total;Mujeres;Porcentaje;2007T3;100
Total;Mujeres;Porcentaje;2007T2;100
Total;Mujeres;Porcentaje;2007T1;100
Total;Mujeres;Porcentaje;2006T4;100
Total;Mujeres;Porcentaje;2006T3;100
Total;Mujeres;Porcentaje;2006T2;100
Total;Mujeres;Porcentaje;2006T1;100
Total;Mujeres;Porcentaje;2005T4;100
Total;Mujeres;Porcentaje;2005T3;100
Total;Mujeres;Porcentaje;2005T2;100
Total;Mujeres;Porcentaje;2005T1;100
Total;Mujeres;Porcentaje;2004T4;100
Total;Mujeres;Porcentaje;2004T3;100
Total;Mujeres;Porcentaje;2004T2;100
Total;Mujeres;Porcentaje;2004T1;100
Total;Mujeres;Porcentaje;2003T4;100
Total;Mujeres;Porcentaje;2003T3;100
Total;Mujeres;Porcentaje;2003T2;100
Total;Mujeres;Porcentaje;2003T1;100
Total;Mujeres;Porcentaje;2002T4;100
Total;Mujeres;Porcentaje;2002T3;100
Total;Mujeres;Porcentaje;2002T2;100
Total;Mujeres;Porcentaje;2002T1;100
Empleo público;Ambos sexos;Valor absoluto;2025T4;3.641,4
Empleo público;Ambos sexos;Valor absoluto;2025T3;3.532,7
Empleo público;Ambos sexos;Valor absoluto;2025T2;3.521,9
Empleo público;Ambos sexos;Valor absoluto;2025T1;3.499,1
Empleo público;Ambos sexos;Valor absoluto;2024T4;3.591,2
Empleo público;Ambos sexos;Valor absoluto;2024T3;3.540,8
Empleo público;Ambos sexos;Valor absoluto;2024T2;3.557,9
Empleo público;Ambos sexos;Valor absoluto;2024T1;3.551
Empleo público;Ambos sexos;Valor absoluto;2023T4;3.576,6
Empleo público;Ambos sexos;Valor absoluto;2023T3;3.516,2
Empleo público;Ambos sexos;Valor absoluto;2023T2;3.503,9
Empleo público;Ambos sexos;Valor absoluto;2023T1;3.495
Empleo público;Ambos sexos;Valor absoluto;2022T4;3.497,2
Empleo público;Ambos sexos;Valor absoluto;2022T3;3.487,8
Empleo público;Ambos sexos;Valor absoluto;2022T2;3.431,9
Empleo público;Ambos sexos;Valor absoluto;2022T1;3.450,2
Empleo público;Ambos sexos;Valor absoluto;2021T4;3.457,5
Empleo público;Ambos sexos;Valor absoluto;2021T3;3.458,9
Empleo público;Ambos sexos;Valor absoluto;2021T2;3.409
Empleo público;Ambos sexos;Valor absoluto;2021T1;3.369,7
Empleo público;Ambos sexos;Valor absoluto;2020T4;3.379,1
Empleo público;Ambos sexos;Valor absoluto;2020T3;3.337,1
Empleo público;Ambos sexos;Valor absoluto;2020T2;3.225,9
Empleo público;Ambos sexos;Valor absoluto;2020T1;3.248
Empleo público;Ambos sexos;Valor absoluto;2019T4;3.253,3
Empleo público;Ambos sexos;Valor absoluto;2019T3;3.228,7
Empleo público;Ambos sexos;Valor absoluto;2019T2;3.194,5
Empleo público;Ambos sexos;Valor absoluto;2019T1;3.213,6
Empleo público;Ambos sexos;Valor absoluto;2018T4;3.211
Empleo público;Ambos sexos;Valor absoluto;2018T3;3.167,5
Empleo público;Ambos sexos;Valor absoluto;2018T2;3.117,8
Empleo público;Ambos sexos;Valor absoluto;2018T1;3.105,8
Empleo público;Ambos sexos;Valor absoluto;2017T4;3.074,7
Empleo público;Ambos sexos;Valor absoluto;2017T3;3.062,1
Empleo público;Ambos sexos;Valor absoluto;2017T2;3.003,8
Empleo público;Ambos sexos;Valor absoluto;2017T1;2.973,8
Empleo público;Ambos sexos;Valor absoluto;2016T4;2.986,1
Empleo público;Ambos sexos;Valor absoluto;2016T3;3.003,9
Empleo público;Ambos sexos;Valor absoluto;2016T2;2.995
Empleo público;Ambos sexos;Valor absoluto;2016T1;3.018,3
Empleo público;Ambos sexos;Valor absoluto;2015T4;3.000,7
Empleo público;Ambos sexos;Valor absoluto;2015T3;2.986,4
Empleo público;Ambos sexos;Valor absoluto;2015T2;2.956,3
Empleo público;Ambos sexos;Valor absoluto;2015T1;2.956,7
Empleo público;Ambos sexos;Valor absoluto;2014T4;2.927,5
Empleo público;Ambos sexos;Valor absoluto;2014T3;2.925,6
Empleo público;Ambos sexos;Valor absoluto;2014T2;2.929,5
Empleo público;Ambos sexos;Valor absoluto;2014T1;2.920,5
Empleo público;Ambos sexos;Valor absoluto;2013T4;2.909,4
Empleo público;Ambos sexos;Valor absoluto;2013T3;2.943,2
Empleo público;Ambos sexos;Valor absoluto;2013T2;2.945
Empleo público;Ambos sexos;Valor absoluto;2013T1;2.951,7
Empleo público;Ambos sexos;Valor absoluto;2012T4;3.021,1
Empleo público;Ambos sexos;Valor absoluto;2012T3;3.087,3
Empleo público;Ambos sexos;Valor absoluto;2012T2;3.140,5
Empleo público;Ambos sexos;Valor absoluto;2012T1;3.200,5
Empleo público;Ambos sexos;Valor absoluto;2011T4;3.234,7
Empleo público;Ambos sexos;Valor absoluto;2011T3;3.306,6
Empleo público;Ambos sexos;Valor absoluto;2011T2;3.299,3
Empleo público;Ambos sexos;Valor absoluto;2011T1;3.267,5
Empleo público;Ambos sexos;Valor absoluto;2010T4;3.250,3
Empleo público;Ambos sexos;Valor absoluto;2010T3;3.259,2
Empleo público;Ambos sexos;Valor absoluto;2010T2;3.168,4
Empleo público;Ambos sexos;Valor absoluto;2010T1;3.160,5
Empleo público;Ambos sexos;Valor absoluto;2009T4;3.127,6
Empleo público;Ambos sexos;Valor absoluto;2009T3;3.164,7
Empleo público;Ambos sexos;Valor absoluto;2009T2;3.106,1
Empleo público;Ambos sexos;Valor absoluto;2009T1;3.077,4
Empleo público;Ambos sexos;Valor absoluto;2008T4;3.081,6
Empleo público;Ambos sexos;Valor absoluto;2008T3;3.040,9
Empleo público;Ambos sexos;Valor absoluto;2008T2;2.983,5
Empleo público;Ambos sexos;Valor absoluto;2008T1;2.920,7
Empleo público;Ambos sexos;Valor absoluto;2007T4;2.969,5
Empleo público;Ambos sexos;Valor absoluto;2007T3;2.990,3
Empleo público;Ambos sexos;Valor absoluto;2007T2;2.932
Empleo público;Ambos sexos;Valor absoluto;2007T1;2.986,8
Empleo público;Ambos sexos;Valor absoluto;2006T4;2.959,2
Empleo público;Ambos sexos;Valor absoluto;2006T3;2.944,8
Empleo público;Ambos sexos;Valor absoluto;2006T2;2.902,7
Empleo público;Ambos sexos;Valor absoluto;2006T1;2.919,4
Empleo público;Ambos sexos;Valor absoluto;2005T4;2.916,4
Empleo público;Ambos sexos;Valor absoluto;2005T3;2.960,6
Empleo público;Ambos sexos;Valor absoluto;2005T2;2.897,4
Empleo público;Ambos sexos;Valor absoluto;2005T1;2.893,9
Empleo público;Ambos sexos;Valor absoluto;2004T4;2.918,6
Empleo público;Ambos sexos;Valor absoluto;2004T3;2.877,7
Empleo público;Ambos sexos;Valor absoluto;2004T2;2.791,2
Empleo público;Ambos sexos;Valor absoluto;2004T1;2.777,1
Empleo público;Ambos sexos;Valor absoluto;2003T4;2.764,8
Empleo público;Ambos sexos;Valor absoluto;2003T3;2.766,3
Empleo público;Ambos sexos;Valor absoluto;2003T2;2.728,7
Empleo público;Ambos sexos;Valor absoluto;2003T1;2.684,2
Empleo público;Ambos sexos;Valor absoluto;2002T4;2.672,7
Empleo público;Ambos sexos;Valor absoluto;2002T3;2.649
Empleo público;Ambos sexos;Valor absoluto;2002T2;2.586,6
Empleo público;Ambos sexos;Valor absoluto;2002T1;2.569
Empleo público;Ambos sexos;Porcentaje;2025T4;16,2
Empleo público;Ambos sexos;Porcentaje;2025T3;15,8
Empleo público;Ambos sexos;Porcentaje;2025T2;15,8
Empleo público;Ambos sexos;Porcentaje;2025T1;16,1
Empleo público;Ambos sexos;Porcentaje;2024T4;16,4
Empleo público;Ambos sexos;Porcentaje;2024T3;16,2
Empleo público;Ambos sexos;Porcentaje;2024T2;16,4
Empleo público;Ambos sexos;Porcentaje;2024T1;16,7
Empleo público;Ambos sexos;Porcentaje;2023T4;16,7
Empleo público;Ambos sexos;Porcentaje;2023T3;16,4
Empleo público;Ambos sexos;Porcentaje;2023T2;16,5
Empleo público;Ambos sexos;Porcentaje;2023T1;16,9
Empleo público;Ambos sexos;Porcentaje;2022T4;16,9
Empleo público;Ambos sexos;Porcentaje;2022T3;16,8
Empleo público;Ambos sexos;Porcentaje;2022T2;16,7
Empleo público;Ambos sexos;Porcentaje;2022T1;17,1
Empleo público;Ambos sexos;Porcentaje;2021T4;17,1
Empleo público;Ambos sexos;Porcentaje;2021T3;17,2
Empleo público;Ambos sexos;Porcentaje;2021T2;17,3
Empleo público;Ambos sexos;Porcentaje;2021T1;17,5
Empleo público;Ambos sexos;Porcentaje;2020T4;17,5
Empleo público;Ambos sexos;Porcentaje;2020T3;17,4
Empleo público;Ambos sexos;Porcentaje;2020T2;17,3
Empleo público;Ambos sexos;Porcentaje;2020T1;16,5
Empleo público;Ambos sexos;Porcentaje;2019T4;16,3
Empleo público;Ambos sexos;Porcentaje;2019T3;16,2
Empleo público;Ambos sexos;Porcentaje;2019T2;16,1
Empleo público;Ambos sexos;Porcentaje;2019T1;16,5
Empleo público;Ambos sexos;Porcentaje;2018T4;16,4
Empleo público;Ambos sexos;Porcentaje;2018T3;16,2
Empleo público;Ambos sexos;Porcentaje;2018T2;16,1
Empleo público;Ambos sexos;Porcentaje;2018T1;16,5
Empleo público;Ambos sexos;Porcentaje;2017T4;16,2
Empleo público;Ambos sexos;Porcentaje;2017T3;16,1
Empleo público;Ambos sexos;Porcentaje;2017T2;16
Empleo público;Ambos sexos;Porcentaje;2017T1;16,1
Empleo público;Ambos sexos;Porcentaje;2016T4;16,1
Empleo público;Ambos sexos;Porcentaje;2016T3;16,2
Empleo público;Ambos sexos;Porcentaje;2016T2;16,4
Empleo público;Ambos sexos;Porcentaje;2016T1;16,7
Empleo público;Ambos sexos;Porcentaje;2015T4;16,6
Empleo público;Ambos sexos;Porcentaje;2015T3;16,5
Empleo público;Ambos sexos;Porcentaje;2015T2;16,5
Empleo público;Ambos sexos;Porcentaje;2015T1;16,9
Empleo público;Ambos sexos;Porcentaje;2014T4;16,7
Empleo público;Ambos sexos;Porcentaje;2014T3;16,7
Empleo público;Ambos sexos;Porcentaje;2014T2;16,9
Empleo público;Ambos sexos;Porcentaje;2014T1;17,2
Empleo público;Ambos sexos;Porcentaje;2013T4;17
Empleo público;Ambos sexos;Porcentaje;2013T3;17,1
Empleo público;Ambos sexos;Porcentaje;2013T2;17,2
Empleo público;Ambos sexos;Porcentaje;2013T1;17,3
Empleo público;Ambos sexos;Porcentaje;2012T4;17,4
Empleo público;Ambos sexos;Porcentaje;2012T3;17,5
Empleo público;Ambos sexos;Porcentaje;2012T2;17,7
Empleo público;Ambos sexos;Porcentaje;2012T1;18
Empleo público;Ambos sexos;Porcentaje;2011T4;17,8
Empleo público;Ambos sexos;Porcentaje;2011T3;17,9
Empleo público;Ambos sexos;Porcentaje;2011T2;17,7
Empleo público;Ambos sexos;Porcentaje;2011T1;17,7
Empleo público;Ambos sexos;Porcentaje;2010T4;17,4
Empleo público;Ambos sexos;Porcentaje;2010T3;17,3
Empleo público;Ambos sexos;Porcentaje;2010T2;16,9
Empleo público;Ambos sexos;Porcentaje;2010T1;16,9
Empleo público;Ambos sexos;Porcentaje;2009T4;16,6
Empleo público;Ambos sexos;Porcentaje;2009T3;16,6
Empleo público;Ambos sexos;Porcentaje;2009T2;16,2
Empleo público;Ambos sexos;Porcentaje;2009T1;16
Empleo público;Ambos sexos;Porcentaje;2008T4;15,4
Empleo público;Ambos sexos;Porcentaje;2008T3;14,8
Empleo público;Ambos sexos;Porcentaje;2008T2;14,4
Empleo público;Ambos sexos;Porcentaje;2008T1;14,2
Empleo público;Ambos sexos;Porcentaje;2007T4;14,3
Empleo público;Ambos sexos;Porcentaje;2007T3;14,4
Empleo público;Ambos sexos;Porcentaje;2007T2;14,2
Empleo público;Ambos sexos;Porcentaje;2007T1;14,7
Empleo público;Ambos sexos;Porcentaje;2006T4;14,7
Empleo público;Ambos sexos;Porcentaje;2006T3;14,7
Empleo público;Ambos sexos;Porcentaje;2006T2;14,6
Empleo público;Ambos sexos;Porcentaje;2006T1;14,9
Empleo público;Ambos sexos;Porcentaje;2005T4;14,9
Empleo público;Ambos sexos;Porcentaje;2005T3;15,2
Empleo público;Ambos sexos;Porcentaje;2005T2;15,1
Empleo público;Ambos sexos;Porcentaje;2005T1;15,4
Empleo público;Ambos sexos;Porcentaje;2004T4;15,8
Empleo público;Ambos sexos;Porcentaje;2004T3;15,7
Empleo público;Ambos sexos;Porcentaje;2004T2;15,5
Empleo público;Ambos sexos;Porcentaje;2004T1;15,6
Empleo público;Ambos sexos;Porcentaje;2003T4;15,6
Empleo público;Ambos sexos;Porcentaje;2003T3;15,7
Empleo público;Ambos sexos;Porcentaje;2003T2;15,7
Empleo público;Ambos sexos;Porcentaje;2003T1;15,7
Empleo público;Ambos sexos;Porcentaje;2002T4;15,7
Empleo público;Ambos sexos;Porcentaje;2002T3;15,7
Empleo público;Ambos sexos;Porcentaje;2002T2;15,4
Empleo público;Ambos sexos;Porcentaje;2002T1;15,6
Empleo público;Hombres;Valor absoluto;2025T4;1.507,6
Empleo público;Hombres;Valor absoluto;2025T3;1.475
Empleo público;Hombres;Valor absoluto;2025T2;1.481,4
Empleo público;Hombres;Valor absoluto;2025T1;1.478,5
Empleo público;Hombres;Valor absoluto;2024T4;1.534,5
Empleo público;Hombres;Valor absoluto;2024T3;1.514
Empleo público;Hombres;Valor absoluto;2024T2;1.528,7
Empleo público;Hombres;Valor absoluto;2024T1;1.506,1
Empleo público;Hombres;Valor absoluto;2023T4;1.520,8
Empleo público;Hombres;Valor absoluto;2023T3;1.491,5
Empleo público;Hombres;Valor absoluto;2023T2;1.493,8
Empleo público;Hombres;Valor absoluto;2023T1;1.479,1
Empleo público;Hombres;Valor absoluto;2022T4;1.488,8
Empleo público;Hombres;Valor absoluto;2022T3;1.506,7
Empleo público;Hombres;Valor absoluto;2022T2;1.456,8
Empleo público;Hombres;Valor absoluto;2022T1;1.442,3
Empleo público;Hombres;Valor absoluto;2021T4;1.425,7
Empleo público;Hombres;Valor absoluto;2021T3;1.446,4
Empleo público;Hombres;Valor absoluto;2021T2;1.460,3
Empleo público;Hombres;Valor absoluto;2021T1;1.430
Empleo público;Hombres;Valor absoluto;2020T4;1.458,8
Empleo público;Hombres;Valor absoluto;2020T3;1.484,1
Empleo público;Hombres;Valor absoluto;2020T2;1.419,2
Empleo público;Hombres;Valor absoluto;2020T1;1.421,5
Empleo público;Hombres;Valor absoluto;2019T4;1.411,3
Empleo público;Hombres;Valor absoluto;2019T3;1.418,7
Empleo público;Hombres;Valor absoluto;2019T2;1.410,7
Empleo público;Hombres;Valor absoluto;2019T1;1.417,5
Empleo público;Hombres;Valor absoluto;2018T4;1.427,4
Empleo público;Hombres;Valor absoluto;2018T3;1.408,2
Empleo público;Hombres;Valor absoluto;2018T2;1.375,4
Empleo público;Hombres;Valor absoluto;2018T1;1.369,8
Empleo público;Hombres;Valor absoluto;2017T4;1.355,4
Empleo público;Hombres;Valor absoluto;2017T3;1.365,5
Empleo público;Hombres;Valor absoluto;2017T2;1.339,3
Empleo público;Hombres;Valor absoluto;2017T1;1.330,3
Empleo público;Hombres;Valor absoluto;2016T4;1.350,4
Empleo público;Hombres;Valor absoluto;2016T3;1.352,2
Empleo público;Hombres;Valor absoluto;2016T2;1.337,2
Empleo público;Hombres;Valor absoluto;2016T1;1.357,5
Empleo público;Hombres;Valor absoluto;2015T4;1.362,3
Empleo público;Hombres;Valor absoluto;2015T3;1.374,1
Empleo público;Hombres;Valor absoluto;2015T2;1.358,1
Empleo público;Hombres;Valor absoluto;2015T1;1.362,7
Empleo público;Hombres;Valor absoluto;2014T4;1.358
Empleo público;Hombres;Valor absoluto;2014T3;1.368,6
Empleo público;Hombres;Valor absoluto;2014T2;1.366,4
Empleo público;Hombres;Valor absoluto;2014T1;1.344
Empleo público;Hombres;Valor absoluto;2013T4;1.326,9
Empleo público;Hombres;Valor absoluto;2013T3;1.365,7
Empleo público;Hombres;Valor absoluto;2013T2;1.331,7
Empleo público;Hombres;Valor absoluto;2013T1;1.346,5
Empleo público;Hombres;Valor absoluto;2012T4;1.367,2
Empleo público;Hombres;Valor absoluto;2012T3;1.373,2
Empleo público;Hombres;Valor absoluto;2012T2;1.399,6
Empleo público;Hombres;Valor absoluto;2012T1;1.446,2
Empleo público;Hombres;Valor absoluto;2011T4;1.466,3
Empleo público;Hombres;Valor absoluto;2011T3;1.531,4
Empleo público;Hombres;Valor absoluto;2011T2;1.515,3
Empleo público;Hombres;Valor absoluto;2011T1;1.500,6
Empleo público;Hombres;Valor absoluto;2010T4;1.472,5
Empleo público;Hombres;Valor absoluto;2010T3;1.506,8
Empleo público;Hombres;Valor absoluto;2010T2;1.469,5
Empleo público;Hombres;Valor absoluto;2010T1;1.459,4
Empleo público;Hombres;Valor absoluto;2009T4;1.453,5
Empleo público;Hombres;Valor absoluto;2009T3;1.489,4
Empleo público;Hombres;Valor absoluto;2009T2;1.466,6
Empleo público;Hombres;Valor absoluto;2009T1;1.451
Empleo público;Hombres;Valor absoluto;2008T4;1.442,8
Empleo público;Hombres;Valor absoluto;2008T3;1.402,5
Empleo público;Hombres;Valor absoluto;2008T2;1.380,4
Empleo público;Hombres;Valor absoluto;2008T1;1.344,2
Empleo público;Hombres;Valor absoluto;2007T4;1.396
Empleo público;Hombres;Valor absoluto;2007T3;1.419,5
Empleo público;Hombres;Valor absoluto;2007T2;1.397,1
Empleo público;Hombres;Valor absoluto;2007T1;1.433,8
Empleo público;Hombres;Valor absoluto;2006T4;1.407,5
Empleo público;Hombres;Valor absoluto;2006T3;1.418,1
Empleo público;Hombres;Valor absoluto;2006T2;1.395,9
Empleo público;Hombres;Valor absoluto;2006T1;1.401,7
Empleo público;Hombres;Valor absoluto;2005T4;1.408,7
Empleo público;Hombres;Valor absoluto;2005T3;1.437,4
Empleo público;Hombres;Valor absoluto;2005T2;1.405,9
Empleo público;Hombres;Valor absoluto;2005T1;1.415,1
Empleo público;Hombres;Valor absoluto;2004T4;1.419,9
Empleo público;Hombres;Valor absoluto;2004T3;1.398,1
Empleo público;Hombres;Valor absoluto;2004T2;1.350
Empleo público;Hombres;Valor absoluto;2004T1;1.350,1
Empleo público;Hombres;Valor absoluto;2003T4;1.353,3
Empleo público;Hombres;Valor absoluto;2003T3;1.375,3
Empleo público;Hombres;Valor absoluto;2003T2;1.370,5
Empleo público;Hombres;Valor absoluto;2003T1;1.362,6
Empleo público;Hombres;Valor absoluto;2002T4;1.375,1
Empleo público;Hombres;Valor absoluto;2002T3;1.367,9
Empleo público;Hombres;Valor absoluto;2002T2;1.334,6
Empleo público;Hombres;Valor absoluto;2002T1;1.315,7
Empleo público;Hombres;Porcentaje;2025T4;12,6
Empleo público;Hombres;Porcentaje;2025T3;12,3
Empleo público;Hombres;Porcentaje;2025T2;12,5
Empleo público;Hombres;Porcentaje;2025T1;12,7
Empleo público;Hombres;Porcentaje;2024T4;13,1
Empleo público;Hombres;Porcentaje;2024T3;12,9
Empleo público;Hombres;Porcentaje;2024T2;13,2
Empleo público;Hombres;Porcentaje;2024T1;13,2
Empleo público;Hombres;Porcentaje;2023T4;13,3
Empleo público;Hombres;Porcentaje;2023T3;12,9
Empleo público;Hombres;Porcentaje;2023T2;13,1
Empleo público;Hombres;Porcentaje;2023T1;13,3
Empleo público;Hombres;Porcentaje;2022T4;13,4
Empleo público;Hombres;Porcentaje;2022T3;13,3
Empleo público;Hombres;Porcentaje;2022T2;13,1
Empleo público;Hombres;Porcentaje;2022T1;13,2
Empleo público;Hombres;Porcentaje;2021T4;13
Empleo público;Hombres;Porcentaje;2021T3;13,3
Empleo público;Hombres;Porcentaje;2021T2;13,7
Empleo público;Hombres;Porcentaje;2021T1;13,7
Empleo público;Hombres;Porcentaje;2020T4;13,9
Empleo público;Hombres;Porcentaje;2020T3;14,2
Empleo público;Hombres;Porcentaje;2020T2;14
Empleo público;Hombres;Porcentaje;2020T1;13,3
Empleo público;Hombres;Porcentaje;2019T4;13,1
Empleo público;Hombres;Porcentaje;2019T3;13,1
Empleo público;Hombres;Porcentaje;2019T2;13,1
Empleo público;Hombres;Porcentaje;2019T1;13,4
Empleo público;Hombres;Porcentaje;2018T4;13,4
Empleo público;Hombres;Porcentaje;2018T3;13,2
Empleo público;Hombres;Porcentaje;2018T2;13,1
Empleo público;Hombres;Porcentaje;2018T1;13,3
Empleo público;Hombres;Porcentaje;2017T4;13,1
Empleo público;Hombres;Porcentaje;2017T3;13,1
Empleo público;Hombres;Porcentaje;2017T2;13,1
Empleo público;Hombres;Porcentaje;2017T1;13,2
Empleo público;Hombres;Porcentaje;2016T4;13,4
Empleo público;Hombres;Porcentaje;2016T3;13,4
Empleo público;Hombres;Porcentaje;2016T2;13,4
Empleo público;Hombres;Porcentaje;2016T1;13,8
Empleo público;Hombres;Porcentaje;2015T4;13,8
Empleo público;Hombres;Porcentaje;2015T3;13,9
